,Unnamed: 0,Song,Artist,Lyricist,Composer,Lyric
153,153,銀色ドレス,"
森口博子",井荻麟,馬飼野康二,僕を見つめてた 蒼(あお)い瞳 ある日 突然に 消えてしまう こんど出会えれば 間違わない 良い日であったと 抱き合うだろう 心は熱く 踊るだろう 今日という日は 良かったと…… ドレス着て 明日にむかう心を いつまでも 暖めておくわ 小さい僕に こだわらないで 新世紀 開き 宇宙(そら)に求めたりするのは やめよう 銀色のドレスをまとって 濡れた手を拭いて 全てすむと 君が思うのは いけないけど 今日という刻(とき)は 忘れないで 君の髪が舞い 僕を招く 涙は もう 乾ききって 夢などには とらわれず 見つめよう 君が刻(きざ)む ときめき きらめいて 僕の胸 震(ふる)え 力いっぱい 走って行ける 新世紀 掴み 生命(いのち)生まれて 時代(とき)の流れに乗る 銀色のドレスをまとって 見つめよう 君が刻(きざ)む ときめき きらめいて 僕の胸 震(ふる)え 力いっぱい 走って行ける 新世紀 掴み 生命(いのち)生まれて 時代(とき)の流れに乗る 銀色のドレスをまとって
154,154,恋をちょうだい,"
香西かおり・高山厳",千家和也,馬飼野康二,酒がとりもつ縁でした 酔いにまかせた夜でした まるで運命のようでした たぶん前から好きでした 乾杯しましょ ふたりのために ようやく見つけた恋だもの 男ってわからない 女ってわからない あなたがほしい おまえがほしい ちょうだい ちょうだい 丸ごとぜんぶ なぜか魅かれる人でした ほっておけない人でした 知らず知らずに泣けました 切るに切れない糸でした くちづけしましょ 優しく甘く 誰にも負けない恋だもの 女ってなんだろう 男ってなにかしら おまえがほしい あなたがほしい ちょうだい ちょうだい そっくりみんな 男ってわからない 女ってわからない あなたがほしい おまえがほしい ちょうだい ちょうだい 丸ごとぜんぶ
155,155,Wash Your Hands,"
Twenty★Twenty",松井五郎,馬飼野康二,はじめまし手 よろしくし手 よくまわし手 おいのりし手 おまじない手(で) にぎりしめ手 Let's wash your hands wash your hands すりすりWash のびのびWash ごしごしWash にぎにぎWash ねじねじWash くるくるWash Let's wash your hands wash your hands はじめまし手 よろしくし手 よくまわし手 おいのりし手 おまじない手(で) にぎりしめ手 Let's wash your hands wash your hands すりすりWash のびのびWash ごしごしWash にぎにぎWash ねじねじWash くるくるWash Let's wash your hands wash your hands すりすりWash のびのびWash ごしごしWash にぎにぎWash ねじねじWash くるくるWash Let's wash your hands wash your hands
156,156,ブラブラさせて,"
SMAP",森浩美,馬飼野康二,苦労するの? 遊んじゃうの? 昔アリとキリギリス どうせならばその真ん中 僕等はアリギリスだね 1 + 1 が、2にならないね そう近頃は なんかわりきれない 世界でいちばん ブラブラさせて 何とかなるって WOW…みんな ガンバルけれど カッコもつける 全然平気 やるときはやるからッ! ゆっくりする? 急いでゆく? 昔カメとウサギだった そのどちらか絞れないよ 僕等はカメウサギだね 楽しいことは すぐしたいけど だるいことなんか ずっと後回しさ 世界でいちばん ブラブラさせて 何とかなるって WOW…みんな ガンバルけれど カッコ悪いし 生意気だけど やる時はダッシュさッ! 「晴れの日も土砂降りも 滑って転んで回れ右 近道に落とし穴 案外カンタン跳び越えた?」 あぁ本物も あぁ偽物も もう気にしない 気持ちよければいい 世界でいちばん ブラブラさせて 何とかなるって WOW…みんな ガンバルけれど カッコもつける 全然平気 やるときはやるからッ! 世界でいちばん ブラブラさせて 何とかなるって WOW…みんな 世界でいちばん ブラブラさせて 全然平気 アリギリス カメウサギ!
157,157,笑ってよ,"
光GENJI",三浦徳子,馬飼野康二,呼吸を止めて Love Again 信じあえば Try Again 二人天使になろうよ さっきから君 黙ったまま 曇り空を 見上げてるね どうしたの 久し振りに呼び出されて シャワーなんか浴びた ちょっとだけハンサムに 見えるなんて 言ってくれても 遊歩道の脇を School Busが通るよ なぜか胸のバランス くずしかけている君さ 僕がいるよ いつでもいるよ darling darling 笑ってよ 悩んでること 知ってたから 電話したい気持ちまでも 押さえてた 今の君にピッタリくる短篇集これさ プレゼントするからね 読んでみなよ 答えがあるよ 雲の切れ間に ほら青い空が見え出した そうさ何もかもを信じていなさすぎるよ 僕がいるよ いつでもいるよ darling darling 笑ってよ 逢えないのが こんなにもね つらいなんてさ はじめてだよ 呼吸を止めて Love Again 信じあえば Try Again 2人恋する天使になれるよ 呼吸を止めて Love Again 感じあえば Try Again 愛の瞳になろうよ
158,158,HOLD YOU TIGHT,"
少年隊",松井五郎,馬飼野康二,真夜中に 借りたVIDEO 君の部屋で見たね 色褪せた部屋の壁に ふたり背中もたれて ただ過ぎてく季節が ためいきになったあの頃 言葉に変る 君の涙が 僕はわからなかった いまもまだ愛しているよ 君を想い出にはしたくないよ さみしさも許してしまう ひとり眠る夜は 君のすべて 忘れないように BABY HOLD YOU TIGHT TONIGHT ONCE UPON A TIME 喧嘩してDOORの外で いつか君は泣いた 抱きしめる肩の距離を 離したくなかったよ 汚れたまま残った 君がくれた夏のシャツ 傷つけた分だけ もう少し 幸せにしたかった いまもまだ愛しているよ 君を悲しみにはしたくないよ あの頃の僕よりきっと うまく君のために なにかできる そんな気がするよ HOLD YOU TIGHT TONIGHT いまもまだ愛しているよ 君を想い出にはしたくないよ さみしさも許してしまう ひとり眠る夜は 君のすべて 忘れないように BABY HOLD YOU TIGHT TONIGHT LIKE ONCE UPON A TIME
159,159,こうしちゃいられない,"
Junichi&JJr",松井五郎,馬飼野康二,COME ON BABY COME ON GET IT COME ON BABY COME ON GET IT COME ON GET IT NOW WOW WOW WOW からだじゅう KEEP ON BURNING 熱くなるぜ WOW WOW WOW ハートまでが KEEP ON MOVING 叫びたがるのさ はみだしたい ぶち壊したい ずれてる感じが らしいじゃない なんでもいい したけりゃいい 誰にも指図は されたくない もっとちがう なにかが欲しい そう DOORを破って いますぐ ここから 飛びだしてしまおう WOW WOW WOW この世界 KEEP ON BURNING 手にするまで WOW WOW WOW どこまでも KEEP ON MOVING 走り抜けるのさ 逃げたくない 泣きたくもない わかりすぎるのは おもしろくない NOだっていい YESでもいい 自分にはまって いるならいい きっと夢は 変わってゆく そう 終わりはないさ すべては 瞬間 感じるままだろう WOW WOW WOW からだじゅう KEEP ON BURNING 熱くなるぜ WOW WOW WOW ハートまでが KEEP ON MOVING 叫びたがるのさ もっとちがう なにかが欲しい そう DOORを破って いますぐ ここから 飛びだしてしまおう WOW WOW WOW この世界 KEEP ON BURNING 手にするまで WOW WOW WOW どこまでも KEEP ON MOVING 走り抜けるのさ WOW WOW WOW からだじゅう KEEP ON BURNING 熱くなるぜ WOW WOW WOW ハートまでが KEEP ON MOVING 叫びたがるのさ WOW WOW WOW この世界 KEEP ON BURNING 手にするまで WOW WOW WOW どこまでも KEEP ON MOVING 走り抜けるのさ WOW WOW WOW からだじゅう KEEP ON BURNING 熱くなるぜ WOW WOW WOW ハートまでが KEEP ON MOVING 叫びたがるのさ
160,160,男と女のラブゲーム,"
武田鉄矢＆芦川よしみ",魚住勉,馬飼野康二,飲みすぎたのは あなたのせいよ 弱い女のいとしさを 飲みすぎたのは あなたのせいよ 可愛いおまえのつよがりを お久しぶりね あなたが来るなんて 噂をしてたの 女の感ね 仕事のせいさ いつでも想うのは おまえのことだけさ 嘘つきね 困らせる いじわるね わかるだろ すねて 甘えて わがままを 飲みすぎたのは あなたのせいよ 弱い女のいとしさを 抱きしめて 抱きしめて 帰したくない 水割り 行きずり 古い傷 男と女のラブゲーム 知らないだれかと 浮気なんかしちゃ いやなの いい女(コ)がここにいるわ 綺麗なバラは 一輪あればいい 部屋に飾るのさ 約束を 耳もとで 幸せを くちびるで せめてひと夜の くすり指 飲みすぎたのは あなたのせいよ 可愛いおまえのつよがりを 抱きしめて 抱きしめて 帰したくない 水割り 行きずり 古い傷 男と女のラブゲーム 飲みすぎたのは あなたのせいよ 可愛いおまえのつよがりを 抱きしめて 抱きしめて 帰したくない 水割り 行きずり 古い傷 男と女のラブゲーム
161,161,ペルソナ・ゲーム,"
A.B.C-Z",松井五郎,馬飼野康二,じっとしてる君の唇 まるで別の生き物みたいだ そっとふれた途端に夜は そのまなざしもどこかへ隠すの どうしようもない感情が渦を巻く 近づくほど気持ちは線も引く いままでとは違うさみしさも 許していかなきゃならない 涙までがペルソナ 僕を追いつめる 抱きしめようと伸ばした 腕が止まる 君をもっと知りたい なにを失くしても 深い夢なら それでいい どうなったって あっけないね 言葉のループ すぐに君の吐息に途切れる 嫉妬ばかりしそうなくらい その柔らかい睫毛は危ない どうにでもなる瞬間に惑わされ 冷たくする自分もほんとうで 嬉しいのにどこかずるくなる このままひとりになれない 心までがペルソナ 嘘も優しくて 握りしめれば その手に 時は止まる 君がもっと欲しいよ 傷が残ろうと これが罪でも 僕はいい どうなったって Why don't you do it now？ してみたいことを... Why don't we do it now？ ためらいはつまらない... Why don't you do it now？ まちがいも怖くない... Why don't we do it now？ 引き返す場所なんてない わかっているのに 涙までがペルソナ 二人 追いつめる 抱きしめようと伸ばした 腕が絡む 君をもっと知りたい なにを失くしても 熱い夢なら それでいい どうなったって
162,162,のりピー音頭,"
酒井法子",森浩美,馬飼野康二,ピッ、ピッ、ピッ、ピッピンがピッ! 「あッ、ソレ」 ピッ、ピッ、ピッ、ピッピンがピッ! 「あッ、コリャ」 ピッ、ピッ、ピッ、ピッピンがピッ! 「あッ、ヨイショ」 アソレ・アソレ・アソレ・ソレ・ソレ 元気印のまんまる顔で チョイと踊れば しあわせ気分 心キラキラ 瞳キラキラ はっぴッ、はっぴッ、やっピー! のりピー音頭で ピッピンがピッ! 「あッ、ソレ」 うれぴ・たのぴー 陽気にどうぞ パッと踊れば 勇気も百倍 両手鳴らして 調子合わせて はっぴッ、はっぴッ、やっピー! のりピー音頭で ピッピンがピッ! 「あッ、ソレ」 もひとつおまけに ピッピンがピッ! 「あッ、ヨイショ」 ピッ、ピッ、ピッ、ピッピンがピッ! 「あッ、ソレ」 ピッ、ピッ、ピッ、ピッピンがピッ! 「あッ、コリャ」 ピッ、ピッ、ピッ、ピッピンがピッ! 「あッ、ヨイショ」 アソレ・アソレ・アソレ・ソレ・ソレ いつもどこでも お祭りさわぎ イヤなことなら おとといおいで 心ピカピカ 瞳ピカピカ はっぴッ、はっぴッ、やっピー! のりピー音頭で ピッピンがピッ! 「あッ、ソレ」 みんな元気だ、マンモス・ゲンキ グルリ回って 輪になって踊れ カッコきめたら カッコきめたら はっぴッ、はっぴッ、やっピー! のりピー音頭で ピッピンがピッ! 「あッ、ソレ」 もひとつおまけに ピッピンがピッ! 「あッ、ヨイショ」 ついでにだめ押し ピッピンがピッ! 「あッ、コリャ」 のりピー音頭で ピッピンがピッ! 「あッ、ソレ」 ピッ、ピッ、ピッ、ピッピンがピッ! 「あッ、ソレ」 ピッ、ピッ、ピッ、ピッピンがピッ! 「あッ、コリャ」 ピッ、ピッ、ピッ、ピッピンがピッ! 「あッ、ヨイショ」 アソレ・アソレ・アソレ・ソレ・ソレ ピッ、ピッ、ピッ、ピッピンが ピッ! ピッ!
163,163,DON'T MIND 涙,"
光GENJI SUPER5",松井五郎,馬飼野康二,"なにがしたい いま何処へ行きたい 道も知らない 汚れた靴だけで 誰のために 夢を見るつもりだい きどっていたら ガラクタで終わるじゃん もっとできること そうさきっとあるからさ だからじっとしてないで 心をしばるもの ふりきればいい DON'T MIND 涙 ぶち壊せ こわいものなし 傷ついても 苦しくても ただじゃおきない DON'T MIND 涙 熱くなれ いつもいつでも 失くすものは なにもないぜ 俺たち風を 駈けぬける そんな顔で へこたれていたんじゃ かっこわるいぜ みんなに笑われる もっとわがままに そうさきっとやれるのさ だからどんなくやしさも 力にしてしまえ そうすればいい DON'T MIND 涙 はみだそう あきらめないで ぶつかっても はじかれても 泣いてたまるか DON'T MIND 涙 熱くなれ いつもいつでも 失くすものは なにもないぜ 俺たち夢を 駈けぬける (What can I do it to my baby) (What can I do it to my baby, Woo…) DON'T MIND 涙 ぶち壊せ こわいものなし 傷ついても 苦しくても ただじゃおきない DON'T MIND 涙 熱くなれ いつもいつでも 失くすものは なにもないぜ 俺たち風を 駈けぬける"
164,164,ブルースカイブルー,"
河村隆一",阿久悠,馬飼野康二,あのひとの指にからんでいた ゴールドの指輪をひきぬき このぼくとともに歩いてと 無茶をいったあの日 おそれなどまるで感じないで はげしさが愛と信じた 立ちどまることも許さずに 傷をつけたあの日 ふり向けば あの時の 目にしみる空の青さ思う 悲しみの旅立ちに まぶし過ぎた空 思い出した いたずらで人を泣かせるなと 大人から頬を打たれた あのひとも遠く連れ去られ 愛が消えたあの日 少しだけ時が行き もう過去といえる恋の日々を 青空が連れて来た もう二度と逢えぬあのひとだろう 悲しみの旅立ちに まぶし過ぎた空 思い出した 青空よ 心を伝えてよ 悲しみは余りにも大きい 青空よ 遠い人に伝えて さよならと 青空よ 心を伝えてよ 悲しみは余りにも大きい 青空よ 遠い人に伝えて さよならと
165,165,札幌ラプソディー,"
香西かおり・高山厳",千家和也,馬飼野康二,目配せするように 街角に灯がともる そぞろ歩けば胸はずむ 時計台 空っぽのポケットを 幸せでふくらませ 誰を待つやらあの人は ほほえんで なんでもいいから 話をつづけて あなたの口元を 見てるのが好き どこでもいいから 一緒に歩いて あなたの軽やかな 足音が好き 暮れなずむ 札幌は 恋にときめく 北の街 ささいな口喧嘩 ベソをかく影ぼうし やがて花散るアカシアの 大通り 編みかけのマフラーが この秋に間に合うか 秘密めかして聞いてみた 好きな色 いつものお店で いつものお酒を ふたりのときにだけ わたしは酔える グラスにうつった 笑顔がかわいい ふたりのときにだけ 素直になれる 暮れなずむ 札幌は恋のやらめく 風の街 いつでもいいから くちびる重ねて あなたと思いきり むすばれたいの 一緒でいいから 朝までこのまま あなたにふさわしい 女になるわ 暮れなずむ 札幌は恋がきらめく 白い街
166,166,ヤッパシ…H!,"
浅香唯",森雪之丞,馬飼野康二,レイコの自慢は 彼との大胆 night あるコト ないコト 教えてくれる 実は未熟な私 美少女失格気分よ 情けない片想い あああっ あせるぜ ホント! ホント! A! (A!) A響されて B! (B!) Bン感しちゃう C! (C!) Cらないうちに熱くなる 恋のアルファベットが 過激に進めば 愛の手前は Iの手前は ヤッパシ H ! シンジと先週 部室で二人になって 危険な空気が 胸しめつけた 実はシメシメなんて 抱きしめられたとたんに なぜか怖くて逃げた あああっ 馬鹿よね ホント! ホント! D! (D!) Dトの朝は E! (E!) Eけない想像 F! (F!) Furachiな少女 憧れる 恋のアルファベットを 教えてほしいの 大人ぶるには 大人ぶるには ヤッパシ H ! A! (A!) A響されて B! (B!) Bン感しちゃう C! (C!) Cらないうちに熱くなる 恋のアルファベットが 過激に進めば 愛の手前は Iの手前は ヤッパシ H !
167,167,KISS OF FIRE,"
SMAP",森浩美,馬飼野康二,"Woo… カラダが涙で あやしく光るよ 蒼い星はみだれる Kissの火花散らすよ すべて (すべて) 燃やせ (燃やせ) 君と (君と) 愛しあう 何故だろう? 僕たちは世界の隅で 突然に向かいあう 奇跡のように… あぁカラダの 中をはげしく 言葉より熱いもの溢れだすのさ こんなに… くちびるがせつない 近づいて離れて カンジるそのたび この気持ち動くよ 君を守るため 今よりつよくなる 永遠の愛を 君だけに誓うよ Tonight… Tonight… Tonight… Tonight… どこまでも僕たちは 信じあえるね? 木枯しが溜息を 追いかける夜 あぁそうだね 少し寒いね 夕闇に囲まれて 君をこの手に抱きたい くちびるがせつない 瞳を伏せないで まつ毛に溜った 宝石がこぼれる 君を責めるものは 誰でも許さない 永遠の愛を 君だけに誓うよ Tonight… Tonight… Tonight… Tonight… Woo… カラダが涙で あやしく光るよ 蒼い星はみだれる すべてを包むよ Good Night 眠れぬふたりが 謎めく出逢いに 熱い都市でクルクル Kissの火花散らすよ すべて (すべて) 燃やせ (燃やせ) 君と (君と) 愛しあう Da,Da,Da,… Da,Da,Da,… 撃ち抜かれて Baby,Tonight! Yeah! Da,Da,Da,… Da,Da,Da,… くちびるから Baby,Tonight! Yeah! Da,Da,Da,… Da,Da,Da,… 撃ち抜かれて Baby,Tonight!"
168,168,Hearts,"
西端さおり",久世まりあ,馬飼野康二,Heart to heart 心のSwitch onにして 涙を振り切ろう 吹き抜ける風 体中感じてる LoveとThank youをあしたへ連れて行こう 君に出逢えたキセキ 何に感謝すればいいの? 大切な人に 誇れる自分探したい 君に「好き」と言えたら自分を好きになれた 愛という字は心が真ん中 みんな同じ。知られたくない事だってあるよね 生きているのマネキンじゃない 現実はゲームじゃない わがままにリセット出来ないョ Oh my wish 心のSwitch onにして 幸せになりたい キスの数だけ 優しさを抱きしめて… 春夏秋冬この街で夢を見よう ダメになった昨日から きっと「今」が始まる どんな毎日も 瞳そらさず生きて行く ちょっとなんかあったからって全部おしまいじゃない 座る席はちゃんとあるの “愛する事で成長する”って 今やっと分かる気がする Heart to heart 心のSwitch onにして 涙を振り切ろう 吹き抜ける風 体中感じてる LoveとThank youをあしたへ連れて行こう 君に出会えたキセキ 何に感謝すればいいの? 大切な人に 誇れる自分探したい 誰がそばにいたからあきらめなかったの? 誰の言葉でまた歩き出せた? 光ながらひび割れながら いつも必死でいたい 愛だネ 愛がなくちゃネ Oh my wish 心のSwitch onにして 幸せになりたい キスの数だけ 優しさを抱きしめて… 春夏秋冬この街で夢を見よう ダメになった昨日から きっと「今」が始まる どんな毎日も 瞳そらさず生きて行く大きなdoorをノックしよう
169,169,ビシバシ純情!,"
HILLBILLY BOPS",谷穂ちろる,馬飼野康二,やけっぱちで アクセル踏んだ 手遅れだと わかってるけど 君を乗せた電車を 追いかけて 海岸線なぞるように 夏がフェイド・アウトする サイド・シートに切なさ 置いたまま だけどカー・ラジオから いきなりあのメロディーが 飛び出すなんて できすぎてるぜ それならついでさ 最後にLOVE 伝えさせてくれ I Don't Hold You さよなら とっておきのBaby You I Don't Hold You さよなら 忘れないよBaby Face 真昼の陽射し傾く前に 飛ばせハイウェイ 飛ばせビシバシ純情！ ありったけの ボリューム上げる 二人過ごした 季節のBGM 言いそびれたハートを のせながら そうさ ハンドル切ったら 見えたよ レールの彼方に走る影が 二度と戻らない後姿に せめてもLOVE 届けたいけど I Don't Hold You さよなら とっておきのBaby You I Don't Hold You さよなら 忘れないよBaby Face 空に投げるぜ クラクションひとつ 君にファイナル 君にビシバシ純情！ I Don't Hold You I Don't Hold You I Don't Hold You I Don't Hold You I Don't Hold You さよなら (I Don't Hold You) とっておきのBaby You I Don't Hold You さよなら (I Don't Hold You) 忘れないよBaby Face 本当は一度 抱きしめたかった 君にファイナル 君にビシバシ純情！
170,170,BRAVO! Nippon～雪と氷のファンタジー～,"
光GENJI",平井森太郎,馬飼野康二,探しつづける 探しつづける 夢のゆくえ 遥かな DISTANCE 息をすいこみ 風になるのさ 輝きだす 世界に FALL IN LOVE おろしたての靴より 裸足の軽さが 胸をふさぐ悲しみ 忘れさせるだろう 埃だらけ LONELY BOY 同じ痛み BE WITH YOU 昨日よりも 遠いとこへ 踏み出すちからが すべてさ 探しつづける 探しつづける 夢のゆくえ 遥かな DISTANCE 凍えた指を 熱い吐息で 暖めよう その手に FALL IN LOVE 閉じた心ひらこう 道に迷ったら いつかしまい忘れた 地図に気づくように 長い影の LONELY GIRL 君のゴール BE WITH YOU 傷つくことを おそれてたら 真実の未来は見えない 出逢いと別れ 刻みつつげて 描いてゆく ぼくらの DISTANCE 小さな勇気 抱きしめながら 振り向かずに 瞳に FALL IN LOVE 探しつづける 探しつづける 夢のゆくえ 遥かな DISTANCE 息をすいこみ 風になるのさ 輝きだす 世界に FALL IN LOVE 探しつづける 探しつづける 夢のゆくえ 遥かな DISTANCE 息をすいこみ 風になるのさ 輝きだす 世界に FALL IN LOVE
171,171,マシンロボ・炎～クロノスの大逆襲～,"
マーチン",三浦徳子,馬飼野康二,走り出せよRun and Run and Run 心決めた今すぐにも ついて来いよ勝利の女神なら いつも嬉しい味方 Angel storm 巻き起これ嵐 Angel shock 空を突き刺す 飛んで散ったテレパシー炎になるのさ マシンロボ おまえには敵はない マシンロボ 1秒も無限大 めざせLove! Victory! 後ろ向くなdash and dash and dash ある日愛に出逢うだろう 耳の奥のかすかなSOS 瞳閉じれば見える Angel storm ゴールドの翼 Angel shock 広げれば夢 遠くはるかテレパシー炎になるのさ マシンロボ おまえには敵はない マシンロボ 1秒も無限大 めざせLove! Victory!
172,172,三太郎音頭,"
浦島太郎(桐谷健太)",篠原誠,馬飼野康二,(アッソレ アッヨイショ) ハ～ 好きに踊れば 三太郎音頭 パッカーンと夜空も 雲晴れて 団子食べたら お供だね (ソレ) どんどどんどん ドンブラコ どんどどんどん ドンブラコ どんどどんどん ドンブラコ どんどどんどん ドンブラコ (アッソレ アッヨイショ) ハ～ 君と踊れば 三太郎音頭 ズギューンと心が 奪われて 箱を開けたら おじいさん (ソレ) はんははんはん ハンパねぇ はんははんはん ハンパねぇ はんははんはん ハンパねぇ はんははんはん ハンパねぇ (アッソレ アッヨイショ) ハ～ みんな踊れば 三太郎音頭 まさかり担いで 相撲とる 別の名前は かね太郎 (ソレ) はっけよいよい はっけよい はっけよいよい はっけよい はっけよいよい はっけよい はっけよいよい はっけよい
173,173,君がいた頃,"
少年隊",Platina,馬飼野康二,"いつものまま 何気ない朝 遅く起きた目覚まし Who ニュースを読むカプチーノを手に ただ一つ 君がいないよ お気に入りのシャツは 袖のボタンが取れそうで 針と糸どこだっけ？ 沈黙が一番つらい ひとりを (Yes) あんなにも願ってたのに (あんなにも願い) 始まりは曇り空で 昨日はきっと 青空だったよね (Let's talk about our love again.) ひとりが こんなにもさびしいなんて (こんなさびしいなんて) 穴があいたみたいにね 僕の心の 深いところに やっと気づいた 日差しの中 人に紛れて 探しものを考えて Who 通り過ぎる背中を見つけ 君じゃない (君じゃない) つぶやいてみる つまらなそうな右手 ポケットから逃げ出せない いつの間に夕暮れ 肩すくめ歩いてた ひとりを (Yes) あんなにも願ってたのに (あんなにも願い) 部屋の明かりをつけても 昨日のままで 何も変わんないけど (I feel something realy gone.) ひとりが こんなにもさびしいなんて (こんなさびしいなんて) 君のにおいを残した シーツの海で 大事なものに やっと気づいた (Let's talk about our love again, just like we once before. Yeah) ひとりを (Yes) あんなにも願ってたのに (あんなにも願い) こんな気持ちになるって 知っていたなら わかっていたなら (Let's talk about our love again.) ひとりが こんなにもさびしいなんて (こんなさびしいなんて) 言い損ねた言葉だけ 思い返して 大事なものは 君だけだった"
174,174,道,"
亀梨和也",亀梨和也,馬飼野康二,踏みしめた 足跡を 今 なぞるように 風に想いを乗せて いつも僕のそばに居てくれた この街と同じように 流れる 日々の中 大切な その心を そそいでくれた 君への言葉 「ありがとう」 どんな時も差し出してくれた その手に 弱い自分を隠して 進んだ道に 繋がった絆 信じて 行くよ 懐かしい あの声が 今 響き出す 風の香りに乗って いつも僕の背中押してくれた この街と同じように 泣かせてしまった帰り道も 共に笑い 過ごした日々も 僕の想い いつまでも 続く道で色を重ねてく この手で 君の弱さ 触れた時 少しは大人に なれたのかなって おもったよ そっと あの頃の僕は 君を困らせていたね 少し背伸びして見ていた あの景色に 今 立っているから 君への言葉 「ありがとう」 どんな時も差し出してくれた その手に 大切な思い出と 君への想い 色を重ねていく この手で ずっと まっすぐ 光射す 道に
175,175,人間狩り,"
ピーター",なかにし礼,馬飼野康二,夜が来て 鏡を見て 髪をとかし 爪をみがき 唇にルージュを ひいたなら さあ出かけよう 人間狩り (マン・ハント) 人間狩り (マン・ハント) 愛なんかなくていい (マン・ハント マン・ハント) たった一晩だけでいい (マン・ハント マン・ハント) 恍惚の時があるならば 本当の自分を見るのが恐いから 今夜も誰かの胸に顔をうずめたい 夜が来て ドレスを着て 指輪をはめ 帽子かぶり 灰色のコートを肩にかけ さあ出かけよう 人間狩り (マン・ハント) 人間狩り (マン・ハント) 真実はなくていい (マン・ハント マン・ハント) 嘘でかためた恋でいい (マン・ハント マン・ハント) 恍惚の時があるならば 本当の自分を見るのが恐いから 今夜もあなたと部屋の灯り消しましょう
176,176,君を求めて,"
新浜レオン",セリザワケイコ,馬飼野康二,君を 君を 求めて たったひとつの 熱く 燃えてる あぁ 心を魅せたい 淑(しと)やかな手に そっと触れたら 戻れない このままじゃいられない 希望の色した 季節の狭間で 出逢ってしまった この想い溢れだす 君が 君が いなけりゃ どんな未来も 一人だけじゃ もう 生きてはゆけない 震えるほどに 抱きしめたくなる なにげない 微笑みも 狂おしい 偶然に君を 一目見ただけで 変わってしまった この世界光り出す 君に 君に 夢中さ どんな花より 輝いている あぁ 君はそう無敵さ 本気になるほど 不器用になるよ ありのままの 僕だけみつめていて 君に 君に この愛 全てをかけて 僕が捧げる あぁ 君を守りたい
177,177,ラブリードリーム,"
岡本舞子",佐藤純子,馬飼野康二,ラブリードリーム 迷い込んだの あの日から ふしぎなエネルギー 輝きだしたの ラブリードリーム 愛の力を 信じましょ ハートのマーク ほら 大切にしてね ペルッコラブリン クルクルリンクル ペルッコラブリン クルクルリンクル あなたが うっとり するような ステキなレディに なれるけど ペルシャペルシャ つまらないわ 私のことに あなたちっとも 気づかない ラブリードリーム 困ったことがあったらね 助けてあげましょう 魔法のバトンで ラブリードリーム 七色の虹 包まれて みんながあこがれる スーパーヒロイン ペルッコラブリン クルクルリンクル ペルッコラブリン クルクルリンクル あらあら ときには私だって 失敗しちゃう こともある ペルシャペルシャ だけどひみつ 大好きなひと 女の子になっちゃうの ペルシャペルシャ つまらないわ 私のことに あなたちっとも 気づかない
178,178,美しい夏,"
桜田淳子",康珍化,馬飼野康二,みんな何処へ行ってしまう あざやかに別れの手を振って しあわせを ひとりはかみしめて 淋しさに ひとりは泣きながら みんないつでも駆け足で 青春のとびらをしめてゆく 想い出をたずさえ いつの日か出会いましょう 同じ青春 歩きつづけて ふと気がつけば わかれ道 故郷へ帰った友達の 手紙もいつか 途切れたわ あの頃悩み 打ち明けあった 涼しい目をしたあの人は 結婚しますと だけ告げて 遠くへ離れてく みんな何処へ行ってしまう あざやかに別れの手を振って それぞれの涙にくれながら 抱き合った あの日 会えなくなって 何年ですか 私の名前を覚えてますか ひとりひとりの心にひとつ 今も美しい夏がある 寄せては返す潮騒が 笑いはしゃいだ声のよう きらめく若さ 引きかえにして 人が手にするものは何 涙の形の貝殻が 心に残るだけ みんな何処へ行ってしまう あざやかに別れの手を振って それぞれの涙にくれながら 抱き合った あの日 会えなくなって 何年ですか 私の名前を覚えてますか
179,179,着信のドレイ,"
アヤパン",秋元康,馬飼野康二,携帯のメール 何度もCHECKして なぜ 愛しさは 1人よがり? 直接 会ったら 何も言えなくて KNOCKするように 送っただけ どうでもいいような 言葉の中に あなたが近すぎて 切ない想い 着信のドレイよ 待ち続けるマリオネット ただじっと このまま ロマンスに縛られ 着信のドレイよ 待ち続けるマリオネット 世の中で一番ネガティブな告白 心は圏外 愛が届かない まだ 見てないと言い聞かせて 誰かが読んだって 気づかないほど 未来を隠してる 普通のメール 眠り姫みたいに 接吻(くちづけ)をちょうだい どこからか 聴こえる 胸キュンのメロディ 眠り姫みたいに 接吻をちょうだい 世の中で一番ポジティブな告白 着信のドレイよ 待ち続けるマリオネット 世の中で一番ネガティブな告白
