,Song,Artist,Lyricist,Composer,Lyric
18,雪舞い桜,"
夏木綾子",瀬戸内かおる,岸本健介,愛の行方を たずねてみても 思い叶わぬ さだめの恋よ はらはら舞い散る 桜のように 雪が夜空に 舞うばかり 遠いあなたを 追わないで… 風に散りゆく 雪舞い桜 夜の帳(とばり)に 小雪をはらう 傘の音にも 胸(こころ)が騒ぐ ゆらゆら面影 涙で滲む つのる慕(おも)いは 誰のせい 来ないあなたを 待ちわびる おんな哀しい 雪舞い桜 萌えてひと夜の 桜となって そっと抱かれた あの日の夢よ はらはら泣いても すがれぬ恋に みれん心が 咽(な)くばかり 恋が散る散る 桜(はな)のよに 咲いて消えゆく 雪舞い桜
19,雪割り桜,"
怒髪天",増子直純,上原子友康,みぞれ混じり向かい風に 溜息まで白くなる 肩に積もる雪を払い 顔を上げて踏み出そう 雪割り桜 春を待たずに 咲き誇る魁の花 雪割り桜 冬の時代に 俺達は咲いた花 一度折れた枝の先に 青いツボミ顔だした 例えそれが どんな小さな一歩だって構わない 雪割り桜 春を待たずに 咲き誇る魁の花 雪割り桜 冬の時代に 俺達は咲いた花 雪割り桜 春を待たずに 咲き誇る魁の花 雪割り桜 冬の時代に 俺達は咲いた花 雪割り桜 春を待たずに 咲き誇る魁の花 雪割り桜 冬の時代に 俺達は咲いた花
20,雪割桜,"
八代よう子",木下龍太郎,保田幸司郎,こころの傷など 元通り この手で縫って やると言う いいの本当に 本当に信じても 貴方の愛の ぬくもりに 世間の冬は 厳しいが 蕾ふくらむ 雪割桜 近くの誠は みえなくて 遠くの嘘に あこがれる 馬鹿ね女は 女は夢見鳥 貴方の愛の やさしさに 片意地張って 遠まわり 咲く日遅れた 雪割桜 一度は過去ある 女でも 一生従いて 来いと言う いいわ短い 短い夢だって 貴方の愛の つぐないに 私の春も しあわせも みんなあげます 雪割桜
21,山桜桃,"
水森かおり",みろく,西島三重子,赤い実を ほおばって おどけていた 子供の私 縁側で 目を細め 子守歌みたいに 母は言った 大事にすれば 大事にされる 毎年 甘い実をつけてくれる それは花も 実も人も きっと きっと同じだよ ユスラウメは 曇り空に 春のおとずれ 待っています ユスラウメを 見上げながら こっそり 涙ぐむ あなたを見た よろこびと 悲しみと 愛しさと 悔しさ 重ね 深い根を 張ってきた 人生をあなたは 堪(こら)えてきた 大事にすれば 大事にされる ときには 日照りや長雨もある それは花も 実も人も きっと きっと同じだよ ユスラウメよ 私は いま 大事にしたい 人がいます ユスラウメを 見上げながら こっそり 涙ぐむ あなたを見た ユスラウメは 曇り空に 春のおとずれ 待っています ユスラウメを 見上げながら こっそり 涙ぐむ あなたを見た
22,夢桜,"
ひめキュンフルーツ缶",井上卓也,井上卓也,遠き思い出に泡沫の夢の調べ奏で 淡く香り立つ ふるさとの愛し水面 月は美しけりな 花は万華鏡 母の御手に抱かれ 浮かぶ陽炎 通り過ぎた温もりを 胸に刻む影法師 時は流れる 川のように 過ぎた想いは輝いて 失ったものはここにあるよ 君の中にもほら 雨は降り注ぎ 木々の間を流れ落ちて 水は形を変え 巡り巡る旅をする 夜は雫となりて 乾きを潤し 日が昇りゆくころ 消える朝露 皆が眠り沈む頃 蕾は開き始める 花は咲いた 人知れずに 街の隅っこで一人きり 積み重ねた想いを咲かせるのは 誰かのためじゃない 泥にまみれ 転げ回り はしゃいで笑って無邪気だった 『夢』 光って眩しかった 君だって今もほら 出会い別れ 日々は流れ 今日も 私がこぼれてく 染み込んだ想いも胸に抱え 明日へ進んでいく いつか君の元へ届いたなら ずっとそばにいてね
23,夢桜,"
北条美樹",北条美樹,北条美樹,生きてく勇気が ふたりにあれば 手探り人生 ねえ いいじゃない 貧乏 貧乏ぐらしは なれっこだから あんたのその手のぬくもりだけで 日陰の小さな つぼみでも 明日に咲きます 夢桜 あんたでなくては 出来ないことが きっとあります ねえ わかるのよ くやし くやし涙で かくれた夢も 心にともした 命灯ひとつ 杖に歩けば 路地裏に 今日も見えます 夢桜 運命の谷間に 落ちてゆくなら どこで男のねえ 意地をはる 凍る 凍る寒さの 吹雪の夜も 影を重ねて 耐えて行けたら 苦労話を 道づれに 枯れることない 夢桜
24,夢桜,"
山本さと子",吉田旺,弦哲也,新妻(にいづま)きどりで あ・な・たと呼べば ちょっと照れてる よこがおが好き 北向きの あゝ三畳一間(ひとま) いいのあなたと 一緒なら いつか咲きます 咲かせましょ 倖せ 夢桜 ないない尽(づ)くしと あやまらないで それを承知で 惚れたんだもの 気にしない あゝなんとかなるわ 傍(そば)にあなたが いるかぎり きっと咲きます 咲かせましょ 倖せ 夢桜 泥濘(ぬかるみ)つづきの 明け暮れだって こころより添う 温もりあれば ぬげないで あゝあきらめないで 苦労七坂 のぼり坂 ふたり咲きましょ 咲かせましょ 倖せ 夢桜
25,夢桜～あなたの希望になる,"
茜沢ユメル",茜沢ユメル,茜沢ユメル,ひらりと舞い落ちた桜の花の下で 何もわからずにがむしゃらに ただ歩いてきたこの道 繰り返す胸の痛みは 簡単に消せないけど 濃いピンクの桜並木 ホッと一息ついた あきらめない 私の夢 この桜の様な花咲かせましょう 夢、桜 いつの日にか あなたの希望になる キラリ 夏の日には 鮮やかな緑眩しく 誰よりもあなたを 愛おしく感じていた どんな雨に打たれても 向かい風に吹かれても 来年の春にはまた ここに、ちゃんと咲いてる 最後には 私の夢 この桜の様な花咲かせましょう 夢、桜 いつの日にか あなたの光になる あきらめない 私の夢 この桜の様な花咲かせましょう 夢、桜 いつの日にか あなたの希望になる 拝啓 あの頃の私へ いま、私はとても穏やかに、平和で素晴らしい日々を送っています。 もがき苦しんで、がむしゃらに生きてきたこの道が、 いま、濃いピンク色の桜色に包まれて、愛する人達とともに、 平和な時間をかみしめています。 私は伝えたい。 私はいま、この私の夢桜、「陽光桜」の下で、 新しい命を未来に伝えていきます。 「未来が平和でありますように」 めぐりめぐる季節の中で、新しい命の尊さと、 きらめきを陽光桜の花びらに、 思いをこめて 思いをこめて…
26,夢桜～ふるさとバージョン～,"
紅晴美",ひとみけい,紅晴美,翼ひろげて 沖ゆくカモメ ひとりたたずむ 塩屋崎 よせては返す 波の音 くじけちゃダメよと いわき浜 つかんでみせます この手に夢を 咲けよ 咲け咲け 華ひらけ くれない燃ゆる 夢桜 ぽっかり浮かんだ 綿雲ひとつ ひとりぼっちで 流れてる 安達太良山に 春くれば 桜のつぼみを この胸に つかんでみせます この手に夢を 咲けよ 咲け咲け 華ひらけ くれない燃ゆる 夢桜 沈む夕日に 両の手広げ 負けるものかと 猪苗代 磐梯の峰 空たかく 明日にむかって 舞うわたし つかんでみせます この手に夢を 咲けよ 咲け咲け 華ひらけ くれない燃ゆる 夢桜
27,ゆらり桜空…,"
MARIA",あゆか,あゆか,桜が舞い散る… 2人の出逢いは 花ビラの中… ヒトリ 地べたに座りこんで 感じた 冷たいアスファルト 街灯と月の明かりが 切なく映す 涙の雫 あなたがいない世界は ぼやけて 少し色褪せてた 投げやりの日々 握り締めてたモノは 指の隙間から零れ 失い 消えていた あなたに出逢うまでは… 桜が舞い散る… 花ビラはゆらり 茜空へ 涙もいつしか 春風に乗って 空へと昇る あなたの優しさに包まれて 芽生えたの ねぇ… 好きだよ フタリ 影寄せ歩く街並み あなたの背中に重なって 瞳に映る世界は 温かく 色付いていた 息詰まる日々 探し求めたモノは 素直でいられる自由 心に気付かせてくれたのは あなたでした… 桜が舞い散る… 花ビラはゆらり 茜空へ 涙もいつしか 春風に乗って 空へと昇る あなたの隣は 不思議なくらい 幸せに染まる 桜が舞い散る… 花ビラはゆらり 茜空へ 涙もいつしか 春風に乗って 空へと昇る あなたと繋がっている この手を ねぇ… ずっと離さないで…
28,横顔～わたしの知らない桜～,"
藤田麻衣子",藤田麻衣子,藤田麻衣子,もう何度 季節を見送り 来ない連絡を待つこともやめて 何気ない 毎日が少し 速度を上げ始めて 流れていく 一面に美しく 咲いた 薄紅色の花びら あの時の景色が 月日を 越えても 目を閉じれば 浮かんでくる 幸せな日々と あの頃の笑顔 雲間から やさしく 照らす 陽射しの中で二人 決して 指先は 離れることはなかった まるで誰かが つくりあげたような 風に散った 満開の桜 言葉を失う 未来を知らない二人 いつから 二人の間に すれ違いが起こり始めたのだろう あの時 何かが 少し 変わり始めていたけど 二人の気持ちは きっとまだ つながってた まるで誰かが つくりあげたような 風に散った 満開の桜 思い出の中に 今も咲き続けている 懐かしそうに そう話す彼の 横顔を見る度 切なく痛い 私は隣でただほほえみかけるだけ
29,夜桜,"
Aldious",Re:NO,トキ,切なく淡い咲き誇る華 ヒラリ舞い落ちて逝く 精彩を放つその姿は 夜桜 内に秘めた何かを吐き出せずただ諦めていた 声にするのが怖くて俯(うつむ)いた日を思い出して 『二度と繰り返さない』と決めたあの頃 前に進むと一歩踏み出した空は広がり 絡まる夢に吹き付ける華 頬を伝った涙 錆びた目が見上げる視線には 夜桜 No you won't leave me alone Never will leave me alone How do I shine my light ? I'll be riding the light with you… 私の中に吹き荒れる華 積もる景色はなぜか あの時と違うその姿に気付いて… 切なく淡い咲き誇る華 ヒラリ舞い落ちたなら 精彩を放つその先には 夜桜 No you won't leave me alone Never will leave me alone How do I shine my light? I'll be riding the light with you…
30,夜桜,"
SEKAI NO OWARI",Fukase,Nakajin・Fukase,春の匂いは前世の記憶のよう 思い出せないんだけど、少し懐かしいような ここのところ夜がやけに長い気がする 貴方から連絡がないから きっとそう思うんだろう あの時、僕らが数え切れぬほどあると、 思ってたこの春はもうあと何回来るんだろう 貴方に出逢うまでは もう少し強かった 一人がこんなに寂しいなんて 思わなかったんだ 今すぐ貴方に会いたい 桜の花が散る前に 雨に堕ちていく儚さのように 短い其れだから 貴方のことを想うと突然哀しくなる 寂しい事はいつだって幸せが教えてくれる 何も考えずオオカバマダラのように 光に真っ直ぐになれたら どれほど良かったんだろう 貴方に出逢うまでは もう少し強かった 一人がこんなに寂しいなんて 思わなかったんだ 今すぐ貴方に会いたい 桜の花が散る前に 雨に堕ちていく儚さのように 短い其れだから 泥に汚れた花びらは戻れない 美しかった時間に そんな事分かってたはずなのに 何も出来なかった
31,夜桜,"
徳久広司",吉田旺,徳久広司,夜桜舞い散る 春なのに ふたりの夢よ いつまでかくれんぼ あなたの傍に いるだけで こんなに幸福(しあわせ)と 背中(せな)に甘える いとおしさ 泣かすやつだよ おまえってやつは つめたい世間の 無情より 骨身(ほねみ)にしみる おまえのやつれ貌(がお) あなたと生きて 行けるなら 苦労も愉(たの)しいと おれを気づかう 片えくぼ 可愛いやつだよ おまえってやつは ふたりを掠めて はらはらと 散りゆく春よ 不幸(かなしみ)つれて行け わかれる時は 死ぬ時よ おぼえていてよねと 小指からめる 泣き笑顔 ばかなやつだよ おまえってやつは
32,夜桜,"
山川豊",吉田旺,徳久広司,夜桜舞い散る 春なのに ふたりの夢よ いつまで かくれんぼ あなたの傍(そば)に いるだけで こんなに幸福(しあわせ)と 背中(せな)に甘える いとおしさ 泣かすやつだよ おまえってやつは つめたい世間の 無情より 骨身(ほねみ)にしみる おまえのやつれ貌(がお) あなたと生きて 行けるなら 苦労も愉(たの)しいと おれを気づかう 片えくぼ 可愛いやつだよ おまえってやつは ふたりを掠(かす)めて はらはらと 散りゆく春よ 不幸(かなしみ)つれて行け わかれる時は 死ぬ時よ おぼえていてよねと 小指からめる 泣き笑顔 ばかなやつだよ おまえってやつは
