,Song,Artist,Lyricist,Composer,Lyric
0,桜空,"
日野美歌",歌凛,馬飼野康二,ほら桜 見上げる空に 強く強く咲いているよ 光る川面に 今年もまた春が舞い降りて さよなら告げず 空の彼方あなたは帰らない あの日の写真の隅で あなたは笑ってるけど 会いたくて淋しくて 涙が止まらないよ 幾つの時を越えて 悲しみ癒えるのかな でも桜 今年も咲いた 涙拭いて生きてゆくよ 星降る夜に 心配して迎えに来たよね あなたが照らす 道はいつも希望できらめいた 二人で歩いた場所は 今年も薄紅の道 涙拭いて歩こう 思い出を抱きしめて あなたのあの笑顔に もう一度会いたいけど ねぇ桜 笑って泣いて 想いこめて生きてゆくよ 舞い上がれ花びらよ あなたに届く様に 悲しみはいつの日か 生きる勇気になるよ ほら桜 見上げる空に 強く強く咲いているよ
1,桜だより,"
カケラバンク",桜井モトヤ,桜井モトヤ,肩に乗った桜の花びら 一つ取ってギュッと僕は握り締めた 今年もまたあなたの笑顔を 思い出すこの季節がやって来たよ 泣かずに思い出せるようになったのに それが何だか寂しかった 桜だよりを聞く頃 あなたが教えてくれた 優しさが胸を締め付ける 時の流れに痛みをゆだねた でもどうしても 治らない傷が一つ残ってる 風に乗った桜の花びら 空に舞ってずっと僕を見つめていた あの頃には戻りたくないと 心の底から言える日が来るかな 誤魔化すフリが上手くなってきたけれど 忘れたい事忘れられない 桜だよりを聞く頃 あなたが残してくれた 思い出が胸を締め付ける 時は痛みを癒してくれたよ でもどうしても 治せない傷が一つ残ってる あなたと出会わなかったら こんな気持ちにも僕はなれずにいたのかな 別れたから気付けたと そう思えたら何故だか春の空が少し滲んだよ 桜だよりを聞く頃 あなたが教えてくれた 優しさが胸を熱くする 時は痛みを癒してくれるよ それでも僕は 治さない傷とずっと生きてくよ
2,桜チラリ,"
℃-ute",つんく,つんく,桜チラリ 涙など 似合わない このまま抱きしめて 桜チラリ いつまでも すぐそばで あなたを見ていたい スキになるの 怖いなんて 始まりの頃はね… だけどあなた 全部全部 受け止めてもくれた たとえ今は分からない ことがあるとしても 笑える日が来るんだから 桜チラリ 見上げれば 美しい 夜空に溶けて行く 私たちは いつまでも 手をつなぐ かわいい恋をする 夢を見たわ あなたの夢 つれなくしないでよ ちょっとばかし やつあたりね 夢の話なのに… とにもかくにも明日(あす)まで 会えない現実 切ないけど幸せです 桜チラリ 涙など 似合わない このまま抱きしめて 桜チラリ いつまでも すぐそばで あなたを見ていたい 「桜チラリ」 見上げれば 美しい 夜空に溶けて行く 私たちは いつまでも 手をつなぐ かわいい恋をする ヘイ! ワンモアタイム 桜チラリ 涙など 似合わない このまま抱きしめて 桜チラリ いつまでも すぐそばで あなたを見ていたい
3,桜散る,"
さだまさし",さだまさし,さだまさし,言い訳はしないでいいよ わかってるから 愛し過ぎる事は多分 愛さないと同じ いつでも君だけを みつめて生きて来た 春には春の 秋には秋の それぞれの花が咲く様に いつか知らず知らず 君と僕の時計 二つの針が時をたがえて 季節が変わる様に 恋が逝く 桜散る 桜散る 雪の面影なぞる様に 桜散る 桜散る もう君が見えないほど 胸を張っておゆき 僕の愛した人 君が愛したものはすべて 僕も同じ様に愛して来た 今は無理だけれど いつか年老いたら 君が愛した人を僕も 愛せるそんな日が 来るといいね 桜散る 桜散る 思い出を埋め尽くして 桜散る 桜散る もう君が見えないほど 桜散る 桜散る 雪の面影なぞる様に 桜散る 桜散る もう君が見えないほど
4,桜散る,"
谷本耕治",高柳恋,千田裕之,叶わぬ願いを傷にして 素肌のどこかに隠し持つ あなたの名を呼ぶ虚しさに 着付けたばかりの帯を解く ふくらんだこの胸を切り裂けば どんな心が見えるでしょうか 桜散る 桜散る はらはら舞い落ちてよごれてく 忍ぶ恋など散ればいい 花冷えの夜 襟足あたりで聞いていた あの日のあなたのささやきは いまでもおぼろの月のよう 消せない名残りが憎らしい できるなら奪いたい そのために なにを捨てればいいのでしょうか 桜散る 桜散る さらさら音をたて壊れてく 散れば見上げる人もない 花冷えの夜 桜散る 桜散る はらはら舞い落ちてよごれてく 忍ぶ恋など散ればいい 花冷えの夜
5,桜、散る海,"
弦哲也",たかたかし,弦哲也,桜花びら 幾千も 瞳をうずめて 空に舞い きららきららと 哀しみが 四月の海に 降りしきる 突然 この世から あなたをなくして 涙かれはて こころ狂おしく… 会いたくて 会いたくて あなたに 会いたくて ―明日へ行けない 海を見つめて ただひとり 時間の迷子に なってます いっそわたしも あとを追い 霞の彼方に 消えたくて… あなたがこの胸に 生きてるかぎりは きっとわたしは 誰も愛せない さよならも さよならも 言えないままだから ―明日へ行けない わたしをひとりに しないとあんなに あなた約束 したじゃないの 会いたくて 会いたくて あなたに 会いたくて ―明日へ行けない
6,桜、散る海,"
松原のぶえ",たかたかし,弦哲也,桜花びら 幾千も 瞳をうずめて 空に舞い きららきららと 哀しみが 四月の海に降りしきる 突然 この世から あなたをなくして 涙かれはて こころ狂おしく… 会いたくて 会いたくて あなたに会いたくて ―明日へ行けない 海を見つめて ただひとり 時間の迷子になってます いっそわたしも あとを追い 霞の彼方に消えたくて… あなたがこの胸に 生きてるかぎりは きっとわたしは 誰も愛せない さよならも さよならも 言えないままだから ―明日へ行けない わたしをひとりに しないとあんなに あなた約束したじゃないの 会いたくて 会いたくて あなたに会いたくて ―明日へ行けない
7,桜散る頃 ～僕達のLast Song～,"
合唱",調布市立神代中学校平成13年度卒業生一同,山崎朋子,風に乗り高く 舞い上がる鳥が 飛び去ってゆく 光の中へ 見上げたあの空に 希望をたくして 自由につかもうと 必死に走った おさなかった僕も大人になる 本当の優しさを知ったから 未来の僕達へ 願う想いは同じ 光る夢と明日へ歩いてく どこまでも 涙色の空 春の雪が降る さくらの花びらに くり返す季節 幾度巡りくる 出会いと別れが 素直な気持ちを教えてくれた 気づかないほどいつもそばにいた あの頃は君とよりそって 未来の僕達へ 贈る言葉はひとつ 君に会えてよかった この想い いつまでも 未来の僕達は まっすぐに前向いて 光る夢と明日へ 歩いている どこまでも 歩いている どこまでも…
8,桜散るように,"
高松豪",高松豪,高松豪,赤煉瓦色の夕暮れ 染まる雲を見つめ 訳もなく遠回りをする帰り道 積み上げた日々とゆっくり思い出を歩いて 踏切が閉まる様に胸の鐘は鳴る さよならもちゃんと言えない弱い駄目な男だ 抜け殻に残る想い いつか笑えるかな 二人歩いた海辺に別れが押し寄せて 潮風にただ吹かれて時も錆びてゆく ドシャ降りの雲の中で独り立ち竦んで 空いた穴に溜まる雨 忘れられるのかな さよならもちゃんと言えずに終わり迎えた恋は 棘になり胸に刺さる 今も、、、 今も逢いたいよ 痛いよ この叫びも膨れて張り裂けそうさ 春なのに今は辛い 桜散るように
9,桜散ル夜～ハナチルヤ～,"
みとせのりこ",みとせのりこ,弘田佳孝,花匂う刹那 一夜を限り この夢に酔い痴れ 春の世を謳歌(うた)え 月は果敢なく 夜天(そら)を翔けて 過ぎゆく 時代(とき)は徒(いたづ)らに 栄華と闇夜の間(はざかい)に 運命綾なし 艶やかに花は咲き乱れて 夜鳥(とり)啼交(か)わす刹那 一会を限り この美酒に酔い痴れ 楽の音(ね)に踊れ 紗(うすぎぬ)の闇 踏み惑いて 耀(かがよ)う 闇は徒(いたづ)らに 揺らめく燭炎(ほのお)の陰翳(かげ)さして 紅霞む 密やかに花は散り初めて 月満つる刹那 一夜を限り この虚構(うそ)に酔い痴れ 常(とこ)の夜(よ)に狂え 遊蛾果敢なく 燃えて尽きて 風馨(かお)る刹那 一期(いちご)を限り この恋に酔い痴れ 春の夜に眠れ 薄紅の雪 降り注いで 彩る 罪は徒(いたづ)らに
