,Song,Artist,Lyricist,Composer,Lyric
10,THE STARS,"
BTS",KM-MARKIT・RAP MONSTER・SUGA・J-HOPE・PDOGG・日本語詞：KM-MARKIT,KM-MARKIT・RAP MONSTER・SUGA・J-HOPE・PDOGG,"いくら走り続けてもランニングマシーン みたい変わらない景色は同じ町 いくら真剣になっても真剣になる程に 歯車が巻き戻し 急かし出す BUT, EVER NEVER GIVE UP 人生はでかいシーソー 上がり下がりは当たり前の世界も いつの間にか手が鎖に繋がれる たまに栄光あるけどまた塞がれる CAN YOU FEEL THIS LIFE？ なら、諦めんなよ 夢の為に光る明日目指そう 挫けそうな時だって無意味じゃない 今はビリでも夢ならビリじゃない だから NEVER GIVE UP 考え過ぎるなもう 見てるだけじゃ掴めないさビッグなショー その胸次第さ 夢と、来る未来の成功 その時まで止まらずにまた LET IT GO！ どんな時だって、そう！ どんな事あっても 見上げれば UH 光る星が SO, WE'LL BE ALRIGHT BE ALRIGHT BE ALRIGHT あの輝く星の様に 光放つのさ消えぬ様に ALL NIGHT LONG 重なる MOON LIGHT 高鳴る GOOD NIGHT ALL NIGHT LONG ALL NIGHT LONG 重なる MOON LIGHT 高鳴る GOOD NIGHT ALL NIGHT LONG HOLD UP！ 投げるなサジは その命は思うよりも価値が あるのさ もう小さな一歩で始まる なのになぜイバラの道へと間違う？ HUH 嫌な事もそれはあるさたまに BUT 皆といればまるでハーモニー 囲まれていくさ こぞって暖かい手、胸と希望で 抱きしめられるはず心までもしっかり また解け合いだし交わり THAT'S RIHGT 超前向きMIND に変わるからもう気にしない (NO WAIT) LIFE'S A GAME 楽しむ時間 (GO PLAY) WE RIDE (GO WAY) WE AIGHT (OKAY) 抜け出し自分の未来 (GO STRAIGHT) 今、心でぶつけろ意志の弾丸 世界に向け POWPOW！ LIKE A SHOT GUN！ どんな時だって、そう！ どんな事あっても 見上げれば UH 光る星が SO, WE'LL BE ALRIGHT BE ALRIGHT BE ALRIGHT あの輝く星の様に 光放つのさ消えぬ様に WE WANNA GET MONEY, WE WANNA GET THE FAME WE WANNA GET ERRTHING, BUT WE STILL FEEL THE SAME 幸せってもんはどこ向かってく？ 意外とどこででもあって 心の中や1日を終えるビールの中 あるのさ それだけは金じゃ買えないさ 夢はフリーサイズ 目指す広い空を 胸の中はそう！デカい天の川 ON THE FLOW！ どんな時だって、そう！ どんな事あっても 見上げれば UH 光る星が SO, WE'LL BE ALRIGHT BE ALRIGHT BE ALRIGHT あの輝く星の様に 光放つのさ消えぬ様に ALL NIGHT LONG 重なる MOON LIGHT 高鳴る GOOD NIGHT ALL NIGHT LONG ALL NIGHT LONG 重なる MOON LIGHT 高鳴る GOOD NIGHT ALL NIGHT LONG"
11,進撃の防弾 -Japanese Ver.-,"
BTS",PDOGG・RAP MONSTER・SUGA・J-HOPE・SUPREME BOI・日本語詞：Daisuke“KM-MARKIT”Kawai,PDOGG・RAP MONSTER・SUGA・J-HOPE・SUPREME BOI,"防！弾！少！年！団！ 進撃せよ！ 防！弾！少年団の様！ 進撃せよ！ 防！弾！少年団の様！ 進撃せよ！ 防！弾！少年団の様！ 進撃せよ！ 防！弾！少年団の様！ 進撃！ YESSIR！ BRAVE HEARTEDなBTSは やっぱ人気もBRAVEに GET, GET, GET IT！ 俺はRAPのMONSTA まじイケてない RAPPERS速攻で BEAT, BEAT, BEAT IT 俺の歌詞？ 神憑る 24/7 俺ならいつでもSO GOOD！！！ マジで何もない様な 超ダサいやつが今日もダサいライブSHOW中！ 両足で鳴らす警報 挑戦 TO THE NEXT LEVEL 世界に表明 初打席でHOME RUN！ OK？ 自信がないならば BAT下ろせ そう、俺のステージは気分でシュート なのに PEOPLE GON' SCREAMIN' AND WE GOOD TO GO！ カマす LIKE HANAMICHI SAKURAGI GO！ 変えるSHOW CASE MICで証明！ BOOOOM！！ PEOPLE準備はいいか？ 飛ばすなら今！ 腹で呼吸を合わせ PEOPLE準備はいいか？！ 飛ばすなら今！ 行くぜ！皆で JUST SCREAM IT OUT LOUD！！ (俺達は？)進撃の防弾少年団！ (俺達は？)恐れない WE GO AND BANG！ CUZ WE GOT FIRE, FIRE, FIRE GET HIGHER, HIGHER, HIGHER 知らないなら GO CHECK US OUT, RIGHT NOW！ 俺達は！ 達は！ 進撃の防弾！ LALALA LA LALA LALALALALALALALA TURN UP！ LALALA LA LALA LALALALALALALALA TURN UP！ HEARTごと君とRIDE OUT！ 知らせな！ WE ON FIRE！！ LALALA LA LALA LALALA LALALALALA 俺達は！ 達は！ 進撃の防弾！ 俺達のサウンド流れたら みんな仰天！ 黙ってらんない！ 俺のスタイルは “NO MORE DREAM” STAGEじゃ先輩のBACKすら超えるSTEEZ WHAT？ WHAT MORE CAN I SAY？ LIKE デビューから今まで WE GOING ON 俺らの占領は時間の問題 まずはBLOCK 倒す LIKE DOMINO！ BLOCK倒して 間髪入れず STAGEから耳までジャンジャン入れ この感覚でやるRAPのPARTY 一度味わえばガンガン来て 完全に踊りだす CAN'T NOBODY HOLD ME DOWN OK、俺はどんなSHOWのBEAT上でも ビッと制すGAME これが俺らのSTYLE PEOPLE準備はいいか？ 飛ばすなら今！ 腹で呼吸を合わせ PEOPLE準備はいいか？！ 飛ばすなら今！ 行くぜ！皆で JUST SCREAM IT OUT LOUD！ (俺達は？)進撃の防弾少年団！ (俺達は？)恐れない WE GO AND BANG！ CUZ WE GOT FIRE, FIRE, FIRE GET HIGHER, HIGHER, HIGHER 知らないなら GO CHECK US OUT RIGHT NOW！ ステージに上がる瞬間 その度 感じるYOUR HEART そのまま永遠にいてほしい 君とならば 後悔はしないから (俺達は？)進撃の防弾少年団！ (俺達は？)恐れない WE GO AND BANG！ CUZ WE GOT FIRE, FIRE, FIRE GET HIGHER, HIGHER, HIGHER 知らないなら GO CHECK US OUT RIGHT NOW！ 俺達は！ 達は！ 進撃の防弾！ 進撃せよ！ 防！弾！少年団の様！ 進撃せよ！ 防！弾！少年団の様！ 進撃せよ！ 防！弾！少年団の様！ 進撃せよ！ 防！弾！少年団の様！ 俺達は！ 達は！ 進撃の防弾！"
12,JUST ONE DAY -Japanese Ver.-,"
BTS",PDOGG・RAP MONSTER・SUGA・J-HOPE・日本語詞：DAISUKE“KM-MARKIT”KAWAI,PDOGG・RAP MONSTER・SUGA・J-HOPE,"JUST ONE DAY 時間あるなら 君の甘い香りでぐっすり眠りたい タイトなスケジュールの間 機会あれば 優しいその瞳に映りたい I LIKE THAT その艶やかな髪 髪をあげるその仕草がたまらなく「神」 どこに行こうが2人で手は腰の辺り YO MY HONEY 気持ちが締まる君を見る度 かかるBGM 呼吸のSOUND 俺を呼ぶ君の声で宙を舞う 様な気分でもう踊りたい もう他は興味ない 君を捜す I'M A 冒険家 SO, HOLD ME TIGHT ずっと眺めていたいんだGIRL 眩し過ぎる 君だから そうやって 朝まで想い描いたWORLD だってもう 俺には遠い夢だから JUST ONE DAY 君と2人いれるなら JUST ONE DAY 君と手を繋げるなら JUST ONE DAY 君と2人いれるなら JUST ONE DAY (JUST ONE DAY) 君と2人いれるなら (DO IT, DO IT, DO IT) どうかずっと会えるようになれなれ！ (DO IT, DO IT, DO IT) YOU & MEの2人で PARTY, PARTY！ (DO IT, DO IT, DO IT) どうかずっと会えるようになれなれ！ (DO IT, DO IT, DO IT) YOU & ME の2人で PARTY, PARTY！ もしも願い叶うなら 君と一緒 出かけたいな 映画一本でも 観れたら 全開なれるそれなのに GIRL... I'M SORRY 考えすぎてたよ どうか また見せてその笑顔 少しだけ 気持ちまで 傷つけてしまいそうになった 俺が夢追ったせいで JUST GIVE ME ONE DAY ただ欲しいONE DAY WORK のせいにして飲み込んだ関係 の中でたった一つでも言える様に 咲いて散る まるで朝顔のSTORY どうしようと忘れなきゃもう 君にそう言えばクールに見えるかも 君の為にと今も自分に言い聞かせて 幸せ願って... JUST ONE DAY 君と2人いれるなら JUST ONE DAY 君と手を繋げるなら JUST ONE DAY 君と2人いれるなら JUST ONE DAY (JUST ONE DAY) GIRL, YOU & ME 2人でいるだけで LET'S GO, AIGHT！ 24HOURS WE 2人きり KISS で見せつけよう朝日に 外せないブランチも感じいい 手繋いで浸かろう 日差しに DANCE WIT ME 星降る晩の日 月明かりが2人のキャンドルに ONE DAYでも思い通りなる様に 叶うはずきっと JUST YOU & ME JUST ONE DAY 君と2人いれるなら JUST ONE DAY 君と手を繋げるなら JUST ONE DAY 君と2人いれるなら JUST ONE DAY (JUST ONE DAY) 君と2人いれるなら (DO IT, DO IT, DO IT) どうかずっと会えるようになれなれ！ (DO IT, DO IT, DO IT) YOU & ME の2人で PARTY, PARTY！ (DO IT, DO IT, DO IT) どうかずっと会えるようになれなれ！ (DO IT, DO IT, DO IT) YOU & MEの2人で PARTY, PARTY！ JUST ONE DAY 君と2人いれるなら JUST ONE DAY 君と手を繋げるなら JUST ONE DAY 君と2人いれるなら JUST ONE DAY (JUST ONE DAY) 君と2人いれるなら CAN YOU PLEASE STAY WITH ME？"
13,JUMP -Japanese Ver.-,"
BTS",SUGA・PDOGG・SUPREME BOI・RAP MONSTER・J-HOPE・日本語詞：KM-MARKIT,SUGA・PDOGG・SUPREME BOI・RAP MONSTER・J-HOPE,"(LET'S JUMP！) 上に、さあ皆！手上げろ飛びなPUMP IT UP！ (LET'S JUMP！) 上に、さあ皆！手上げろ全員でJUMPIN' UP！ (LET'S JUMP！) 飛びだそうNOW！ (LET'S JUMP！) 乗り出そうか (LET'S JUMP！) さあ騒ぎな！手上げろ全員でJUMPIN' UP！ EVERYBODY SAY (LET'S JUMP！) 夢目指しアゲな！ (LET'S JUMP！) THROW YA HANDS IN AIR！ (LET'S JUMP！) 心配ない JUS DON'T CARE！ (LET'S JUMP！) JUMP！ (LET'S JUMP！) 夢目指しアゲな！ (LET'S JUMP！) THROW YA HANDS IN AIR！ (LET'S JUMP！) 心配ない JUS DON'T CARE！ (LET'S JUMP！) JUMP！ 昔、憧れたヒーロー なりたくてJUMPしたりしたけどこんなにも でかくなった今、流れてった時間 君は大人に... でも I WANNA REWIND 10歳のガキが夢見た当時 無邪気にアニメ観、まねしてたソング 戻りたいと目閉じ叫んでみても 変わらないさ 夢だけ見ていても 誰が前にいても 進むんだ！先へと 人生1回だって、そう！ LET GO！ LET GO！ O-O-O！ 何が起きても 後悔しないさ！上へと 行くぜ、さあとばせもう！ LET'S JUMP！ JUMP！ JUMP！ JUMP！ JUMP！ (LET'S JUMP！) 上に、さあ皆！手上げろ飛びなPUMP IT UP！ (LET'S JUMP！) 上に、さあ皆！手上げろ全員でJUMPIN' UP！ (LET'S JUMP！) 飛びだそうNOW！ (LET'S JUMP！) 乗り出そうか (LET'S JUMP！) さあ騒ぎな！手上げろ全員でJUMPIN' UP！ EVERYBODY SAY (LET'S JUMP！) 夢目指しアゲな！ (LET'S JUMP！) THROW YA HANDS IN AIR！ (LET'S JUMP！) 心配ない JUS DON'T CARE！ (LET'S JUMP！) JUMP！ (LET'S JUMP！) 夢目指しアゲな！ (LET'S JUMP！) THROW YA HANDS IN AIR！ (LET'S JUMP！) 心配ない JUS DON'T CARE！ (LET'S JUMP！) JUMP！ MY人生変わる2007年 あの日から数え7年 ガールズの心KILLER BUT たまに過去のあの日が浮かび上がる まっさらだったそんな自分と向かい合って 目覚まし 超えるその先まで さあ、ほら 遠慮はもうない！ 叫べ HOLLA！ GO JUMP LIKE JORDAN！ 巻き戻すぜ その間 片隅に置いていた トランポリン引っぱり出して広い空 JUMP UPし 飛び回って それだけでもう後は 純粋に満たされた そんな 甘く幼かった 夢見てた頃は 幸せでいっぱいだった SO, CAN I BE THE ONE JUST, CAN I BE THE ONE THAT I STOP... (LET'S JUMP！) 上に、さあ皆！手上げろ飛びなPUMP IT UP！ (LET'S JUMP！) 上に、さあ皆！手上げろ全員でJUMPIN' UP！ (LET'S JUMP！) 飛びだそうNOW！ (LET'S JUMP！) 乗り出そうか (LET'S JUMP！) さあ騒ぎな！手上げろ全員でJUMPIN' UP！ LET'S JUMP & DOWN！ 俺らがHERE WE ARE BTS！ BEAT DOWN！ 準備ができたら手高く上げろ！ ガキの頃見てた夢と違う けどやっと見えた 俺ら進化系 ラッパー 舞台の上でJUMP 俺らが全て頂く 超問題だらけの英雄希望生 の7人 作り出すJUMP SOUND トランポリンの代わりにSTAGE 上がり狂う様に飛ばし UP, DOWN もう何も言わず羽伸ばして 果てまで上がってこう！ LET'S GET IT STARTED！ 胸張れ 今ROCK YOUR BODY 全部投げて LET'S GO PARTY (LET'S JUMP！) 夢目指しアゲな！ (LET'S JUMP！) THROW YA HANDS IN AIR！ (LET'S JUMP！) 心配ない JUS DON'T CARE！"
14,Spring Day -Japanese ver.-,"
BTS",Pdogg・Rap Monster・ADORA・“hitman”bang・Arlissa Ruppert・Peter Ibsen・SUGA・日本語詞：KM-MARKIT,Pdogg・Rap Monster・ADORA・“hitman”bang・Arlissa Ruppert・Peter Ibsen・SUGA,会いたい 言葉にすると余計 会いたい 君の写真見るとね 会いたい でも時間がない ただ過ぎていく 時の中自らを責めまた 遠くなる願い まるで冬のようさ 夏でも吹雪くようさ 心を乗せた列車 すでに雪の中 いっそ君と地球の裏側へ 手を掴んでもう 逃げたい どれだけ降れば 春の日が来るのだろう Friend この大空を舞う粉雪のよう 粉雪のよう 舞えるなら君へ すぐ辿りつけるはずなのに 雪の花びら 舞い降り 消えていった 会いたい… 会いたい… どれほど 想えば 凍える夜 数えれば ねぇ、会えるの？ 出会えるの？ 冬の終わりを告げる 優しい春の日まで 花咲くまで いて欲しいそのまま そのまま 君が変わった？ じゃなきゃ僕が変わった この流れる時に堪え また変わるのだろうな みんなそうだろう、なぁ？ そうさ君が 離れた今 ぶれることはなかった想いは 変わらないさ だけど今は別れよう その方がもう苦しくないから 冷めた君がそう この吐息のよう この吐息のよう 積もる思い出はこんなにまだ残っているのに 雪の花びら 舞い降り 消えていった 会いたい… 会いたい… どれほど 想えば 凍える夜 数えれば ねぇ、会えるの？ 出会えるの？ You know it all You're my best friend また朝は来るのさ どんな夜も どんな季節も 終わりは来るから 桜が花咲き 冬がもう終わるよ 会いたい 会いたい ほんの少しだけ幾夜か数えたら 会いに行くよ 迎えに行くよ 冬の終わりを告げる 優しい春の日まで 花咲くまで いて欲しいそのまま そのまま
15,Save ME -Japanese Ver.-,"
BTS",Pdogg・Ray Michael Djan Jr・Ashton Foster・Samantha Harper・Rap Monster・SUGA・j-hope・日本語詞：Km-Markit,Pdogg・Ray Michael Djan Jr・Ashton Foster・Samantha Harper・Rap Monster・SUGA・j-hope,"息詰まりそうさ 今にも 夢ならいっそ やめたいよ 行き場ないよ もう何処にも Don't wanna be lonely Jus wanna be yours 君がここにいない それだけでもう 凍えそうな 僕の事を 暖めて 欲しいんだもっと もっと… 高鳴る鼓動が 君へ届いてるかな こんな夜の中 君は輝くから その手を出して Save me, save me I need your love, before I fall, fall その手を出して Save me, save me I need your love, before I fall, fall その手を出して Save me, save me その手を出して Save me, save me Save me, save me ふと眺めてみた 月の明かりが 眩しくて so lunatic Please save me tonight (Please save me tonight, please save me tonight) 君を思い出せば何も怖くない 何でもいい 君だけ 居るだけそれで俺は全て救われる The best of me 不思議だね 笑顔になるよ 君の声に包まれ so, Play on 高鳴る鼓動が 君へ届いてるかな こんな夜の中 君は輝くから その手を出して Save me, save me I need your love, before I fall, fall その手を出して Save me, save me I need your love, before I fall, fall その手を出して Save me, save me その手を出して Save me, save me ありがとう わかってくれて 飛べる術くれて 翼すらくれて 目覚めさせてくれて 目的さえくれて 負けそうな心も埋めて 晴れ渡り出す全て 悲しみも含めて Thank you, 君が全て その手を出して Save me, save me I need your love, before I fall, fall その手を出して Save me, save me I need your love, before I fall, fall"
16,血、汗、涙 -Japanese ver.-,"
BTS",Pdogg・Rap Monster・SUGA・j-hope・“hitman”bang・Kim Do Hoon・日本語詞：KM-MARKIT,Pdogg・Rap Monster・SUGA・j-hope・“hitman”bang・Kim Do Hoon,血、汗、涙 捧げる今も 溢れる ただただ… 血、汗、涙 この想いが oh 溢れる ただただ… 血、汗、涙… この 血、汗、涙と 昨日、今日、明日も すべて君のものだと 知ってるさそんな事など Peaches and cream Sweeter than sweet Chocolate cheeks and chocolate wings But その羽根は悪魔みたい 逆にsweetがbitter bitter Kiss me 苦しくてもいいからもう いっそ締め付けてくれ Baby 酔うと知っていても君を飲む You're リスキーなウイスキー 血、汗、涙 捧げる今も 溢れる ただただ… 血、汗、涙 この想いが oh 溢れる ただただ… ウォネ マニ マニ マニ マニ 苦しくて いいから 二度と離さぬよう 縛り付けて欲しいただ おかしくなるほど Kiss me on the lips lips 二人の秘密 捕まるよう 毒される君に 君以外じゃもう従いきれない 自ら飲む毒入りの聖杯 血、汗、涙 捧げる今も 溢れる ただただ… 血、汗、涙 この想いが oh 溢れる ただただ… ウォネ マニ マニ マニ マニ そっと今伝えて 終わらせてその手で どうせ無理なんて言えないよ 逃げる事もできないもう 君が甘すぎて、甘すぎて、甘すぎて、もう… 血、汗、涙… 血、汗、涙…
17,DNA -Japanese ver.-,"
BTS",Pdogg・“hitman”bang・KASS・Supreme Boi・SUGA・Rap Monster・日本語詞：KM-MARKIT,Pdogg・“hitman”bang・KASS・Supreme Boi・SUGA・Rap Monster,一瞬で君だとわかった 引き寄せられたよう 体のDNAが言う、また 探していたのは君だと この出会いは like a 方程式 聞こえてくる 宇宙の摂理 君は僕の定めと 夢さいつでも Take it take it 強く繋ぐ宿命の手を 信じて My love 全ては偶然じゃないから 奇跡みたいな baby 運命見つけた二人だから 宇宙が生まれたその日から ともに時を越えながら 前世さえも 来世さえも 永遠に一緒だから 全ては偶然じゃないから 運命見つけた二人だから DNA I want it this love I want it real love 真っ直ぐに 君まで また直ぐに 導かれる 太古のDNA 君を選んでる 必然なのさ I love us これこそ true lovers 彼女を見るたび息を呑む思いさ 息止まるくらいさ わからないどうしたらいいか これが愛情というものならば Oh yeah すでに胸に響いているから 信じて My love 全ては偶然じゃないから 奇跡みたいな baby 運命見つけた二人だから 宇宙が生まれたその日から ともに時を越えながら 前世さえも 来世さえも 永遠に一緒だから 全ては偶然じゃないから 運命見つけた二人だから DNA 振り返らないもう 運命みつけた今だから 後悔しないもう baby 永遠に 永遠に 永遠に 永遠に 一緒だから 信じて My love 全ては偶然じゃないから 奇跡みたいな baby 運命見つけた二人だから La la la la la La la la la la 偶然じゃないから La la la la la La la la la la 偶然じゃないから DNA
18,DANGER ～Japanese Ver.～,"
BTS",PDOGG・THANH BUI・“HITMAN”BANG・RAP MONSER・SUGA・J-HOPE・日本語歌詞：DAISUKE “KM-MARKIT”KAWAI,PDOGG・THANH BUI・“HITMAN”BANG・RAP MONSER・SUGA・J-HOPE,"YOU IN DANGER... またいい調子 君は君で別の方針 俺は飾り？ 彼氏か分からない I'M SICK！ 避けられる２人の関係 何かのビジネス？ 俺じゃ不完全？ DON DON DIGI DON DON 変わって欲しい どこにいても 君が浮かんでる LIKE A 平行線 近くにいても交わらない 君が全て と願っててもかなわない 「どうしたの？」なんていい様に 聞くけど響かない心臓に BUT, SHE'S SO SWEET もう一本気 奇跡願う離れない様に 君がいなくて でも会いたくて 壊れそう 君が遠くて 我慢出来ない そんな事で 惑わせるなもう！ だめだ おい！ ふざけてるのか？ やめだ UH！ 遊ばれるのは もう耐えられない 抑えられない 抑えられない 惑わせるな もう！ だめだ おい！ ふざけてるのか？ やめだ UH！ 遊ばれるのは もう耐えられない 抑えられない 抑えられない 惑わせるな もう！ 君のせいでまた... 君のせいでまた... 君のせいでまた... 惑わせるな もう！ 君のせいでブラックアウト！ 君のせいでブラックアウト！ 君のせいでブラックアウト！ 惑わせるな もう！ ほら、でないムード UNLOCK 世界中 心を今も、手配中 閉ざす 手数 ２、３行で返す そんなメールいらない小細工！ 高鳴るラブストーリーはどこにある？ 純な話なんてまともにない それでも君は話ごと一切で 簡単また散々 斬るバンバン 何？何？ 俺って何？ いつも周りから君の話 ただ ただ UH 欲しいただ ２人の愛なんて ただのカタチ 燃える様 真剣に持った目標 俺だけならもう試すだけ無情 それならずっと今よりも友情 の方が良かったもう... I'M A LOVE LOSER... 君がいなくて でも会いたくて 壊れそう 君が遠くて 我慢出来ない そんな事で 惑わせるな もう！ だめだ おい！ ふざけてるのか？ やめだ UH！ 遊ばれるのは もう耐えられない 抑えられない 抑えられない 惑わせるな もう！ だめだ おい！ ふざけてるのか？ やめだ UH！ 遊ばれるのは もう耐えられない 抑えられない 抑えられない 惑わせるな もう！ 君のせいでまた... 君のせいでまた... 君のせいでまた... 惑わせるな もう！ 君のせいでブラックアウト！ 君のせいでブラックアウト！ 君のせいでブラックアウト！ 惑わせるな もう！"
19,Don't Leave Me,"
BTS",UTA・HIRO・SUNNY BOY・Pdogg,UTA・HIRO・SUNNY BOY・Pdogg,君の言葉にはいくつの意味が あるように聞こえるからWhat is what？ 謎の足跡 見つけたらFollow 追い込まれるmy shadows 光の裏側に潜めたwhat？ 会えない君だけが知るmy answer 途切れる前に I wanna know everything 時が流れるほど深まる君の 過去と未来の間にいる僕は今 Don't leave me I believe 走り出す No ending...君は僕の鼓動 例えどんな雨に打たれても 例えどんな闇に消されても 救い出すよ必ず 君は独りじゃない 動くはずない時計の針が今 一歩一歩踏み出すようにmoving on Calling me passing me すれ違いall of it destiny それでも始まるone way race 離れ始めてもthat's ok You don't gotta worry bout a thing nah Not a thang 今度は僕が送る番 必ず届けるyour thoughts 時が戻せるなら出直せるのに 陰と光の間にいる君は泣く Don't leave me I believe 手を伸ばす No ending..君は僕の希望 例えどんな雨に打たれても 例えどんな闇に消されても 目を閉じずに感じて 君は独りじゃない 全ては秒速で過去へ 今を生きる意味を知った 君と出会って Don't leave me I believe 走り出す No ending...君は僕の鼓動 例えどんな雨に打たれても 例えどんな闇に消されても 救い出すよ必ず 君は独りじゃない
20,DOPE -超ヤベー!-(Japanese Ver.),"
BTS",PDOGG・EAR ATTACK・“HITMAN”BANG・RAP MONSTER・SUGA・J-HOPE・日本語詩：KM-MARKIT,PDOGG・EAR ATTACK・“HITMAN”BANG・RAP MONSTER・SUGA・J-HOPE,"Ayo ladies & gentleman 準備出来たら騒げ Yeah 目指すありのままで 俺のスタイルで 俺のスタイルで eh oh 爪研いでいた Everyday 騒ぐクラブの裏で Yeah さあ、今からさ かますぜ！ I got a feel, I got a feel マジ超ヤベー！ もう超・超・超 こもっちゃう汗 相当・当・当 ヤバめなダンスで 周りにしきりにビビり、気にしてる そんな奴と無関係 Cuz 俺ってヤベー！ OK, 俺ら頭からつま先まで 超ヤベー！ 四六時中スキル磨いて 超ヤベー！ 遊んでいなくても 青春は無くても でっかくやるぜと、行くだけ明日へと 皆もっと全開で騒ぎな 超ヤベー！ 爪研いでいた Everyday 騒ぐクラブの裏で Yeah 磨く他に無いセンス I don't wanna say yes I don't wanna say yes 叫びな all right？ 燃え上がる程 All night, all night Cause we got fire, fire Higher, higher I gotta make 超, gotta, gotta make 超ヤベー！ 嫌な物は NO！！！ そんなん元々 さぁ声上げろ！ 超ヤベー！ 嫌な物は NO！！！ 皆超とりこ さぁ声上げろ！ 超ヤベー！ 悟り世代 ゆとり世代 他と脱するから脱ゆとり世代 大人達や周りは俺らに吹き込みぶっ飛んでる Maaan！ なんでカマさないんだ 奴は Enemy, enemy, enemy (What？) なんで止めちまうんだ 採れ Energy, energy, energy (What？) 成りな本気 You know you not lonely 明くる朝は今以上 So, Can I get a little bit of hope？ ブチかませよ、Go！！！ 爪研いでいた Everyday 騒ぐクラブの裏で Yeah 磨く他に無いセンス I don't wanna say yes I don't wanna say yes 叫びな all right？ 燃え上がる程 All night, all night Cause we got fire, fire Higher, higher I gotta make 超, gotta, gotta make 超ヤベー！ 嫌な物は NO！！！ そんなん元々 さぁ声上げろ！ 超ヤベー！ 嫌な物は NO！！！ 皆超とりこ さぁ声上げろ！ 超ヤベー！ これが防弾スタイル 軽いWackとは違う 生きるHustle life I gotta make it fire, baby これが防弾スタイル 軽いWackとは違う 生きる Hustle life I gotta make, I gotta make マジ超ヤベー！ Say what？ Say wo wo Say what？ 超ヤベー！"
21,Not Today -Japanese ver.-,"
BTS",Pdogg・“hitman”bang・Rap Monster・Supreme Boi・ADORA・JUNE・日本語詞：KM-MARKIT,Pdogg・“hitman”bang・Rap Monster・Supreme Boi・ADORA・JUNE,"All the underdogs in the world A day may come when we lose. But it is not today. Today, we fight！ No, not today 花は咲き散るが But no, not today そうはさせない今日は No no, not today まだ終わるには too good day No no, not today no no no, not today そう、俺らはEXTRA But still part of this world EXTRA + ORDINARY よくあるけども SO WHAT？ 今日は止まるなまだ 暗闇に今 光が射す 新世界の向こうへ Oh baby yes I want it 飛べないなら走れ Today we will survive 走れなきゃ歩け Today we will survive 歩けなくても行け 這ってでも gear up 狙え！銃！照準！発射！ Not not today！ Not not today！ Hey～ 構わずやれ hands up Hey～ 分かる奴ら hands up Hey～ 信じるなら hands up 銃！照準！発射！ 吹っ切りな 朽ちるな 叫べ「NO！」 Not not today 打って出な 好きなら 手あげろ Not not today Hey～ Not not today Hey～ Not not today Hey～ Not not today 銃！照準！発射！ Too hot, 成功をdoublin' Too hot, チャートを tumblin' Too high, we on トランポリン Too high, なってまともに 俺達できなかった失敗 でもお互い信じた未来 What you say yeah Not today yeah 今は終われないぜ yeah 僕を信じていて Together we won't die 君を信じてきて Together we won't die 一緒だと信じて 防弾と信じて 狙え！銃！照準！発射！ Not not today！ Not not today！ Hey～ 構わずやれ hands up Hey～ 分かる奴ら hands up Hey～ 信じるなら hands up 銃！照準！発射！ 吹っ切りな 朽ちるな 叫べ「NO！」 Not not today 打って出な 好きなら 手あげろ Not not today Hey～ Not not today Hey～ Not not today Hey～ Not not today 銃！照準！発射！ Throw it up！ Throw it up！ もう捨てな恐れなんてもの Break it up！ Break it up！ さあ壊せ天井なんて堂々 Turn it up！ (Turn it up！) Burn it up！ (Burn it up！) 勝てる日まで (fight！) 潰れるな ぶつけるんだ That's (Do) not today！ Not not today！ Not not today！ Hey～ 構わずやれ hands up Hey～ 分かる奴ら hands up Hey～ 信じるなら hands up 銃！照準！発射！ 吹っ切りな 朽ちるな 叫べ「NO！」 Not not today 打って出な 好きなら 手あげろ Not not today Hey～ Not not today Hey～ Not not today Hey～ Not not today 銃！照準！発射！"
