,Unnamed: 0,Song,Artist,Lyricist,Composer,Lyric
6,6,桜、散る海,"
松原のぶえ",たかたかし,弦哲也,桜花びら 幾千も 瞳をうずめて 空に舞い きららきららと 哀しみが 四月の海に降りしきる 突然 この世から あなたをなくして 涙かれはて こころ狂おしく… 会いたくて 会いたくて あなたに会いたくて ―明日へ行けない 海を見つめて ただひとり 時間の迷子になってます いっそわたしも あとを追い 霞の彼方に消えたくて… あなたがこの胸に 生きてるかぎりは きっとわたしは 誰も愛せない さよならも さよならも 言えないままだから ―明日へ行けない わたしをひとりに しないとあんなに あなた約束したじゃないの 会いたくて 会いたくて あなたに会いたくて ―明日へ行けない
7,7,桜散る頃 ～僕達のLast Song～,"
合唱",調布市立神代中学校平成13年度卒業生一同,山崎朋子,風に乗り高く 舞い上がる鳥が 飛び去ってゆく 光の中へ 見上げたあの空に 希望をたくして 自由につかもうと 必死に走った おさなかった僕も大人になる 本当の優しさを知ったから 未来の僕達へ 願う想いは同じ 光る夢と明日へ歩いてく どこまでも 涙色の空 春の雪が降る さくらの花びらに くり返す季節 幾度巡りくる 出会いと別れが 素直な気持ちを教えてくれた 気づかないほどいつもそばにいた あの頃は君とよりそって 未来の僕達へ 贈る言葉はひとつ 君に会えてよかった この想い いつまでも 未来の僕達は まっすぐに前向いて 光る夢と明日へ 歩いている どこまでも 歩いている どこまでも…
8,8,桜散るように,"
高松豪",高松豪,高松豪,赤煉瓦色の夕暮れ 染まる雲を見つめ 訳もなく遠回りをする帰り道 積み上げた日々とゆっくり思い出を歩いて 踏切が閉まる様に胸の鐘は鳴る さよならもちゃんと言えない弱い駄目な男だ 抜け殻に残る想い いつか笑えるかな 二人歩いた海辺に別れが押し寄せて 潮風にただ吹かれて時も錆びてゆく ドシャ降りの雲の中で独り立ち竦んで 空いた穴に溜まる雨 忘れられるのかな さよならもちゃんと言えずに終わり迎えた恋は 棘になり胸に刺さる 今も、、、 今も逢いたいよ 痛いよ この叫びも膨れて張り裂けそうさ 春なのに今は辛い 桜散るように
9,9,桜散ル夜～ハナチルヤ～,"
みとせのりこ",みとせのりこ,弘田佳孝,花匂う刹那 一夜を限り この夢に酔い痴れ 春の世を謳歌(うた)え 月は果敢なく 夜天(そら)を翔けて 過ぎゆく 時代(とき)は徒(いたづ)らに 栄華と闇夜の間(はざかい)に 運命綾なし 艶やかに花は咲き乱れて 夜鳥(とり)啼交(か)わす刹那 一会を限り この美酒に酔い痴れ 楽の音(ね)に踊れ 紗(うすぎぬ)の闇 踏み惑いて 耀(かがよ)う 闇は徒(いたづ)らに 揺らめく燭炎(ほのお)の陰翳(かげ)さして 紅霞む 密やかに花は散り初めて 月満つる刹那 一夜を限り この虚構(うそ)に酔い痴れ 常(とこ)の夜(よ)に狂え 遊蛾果敢なく 燃えて尽きて 風馨(かお)る刹那 一期(いちご)を限り この恋に酔い痴れ 春の夜に眠れ 薄紅の雪 降り注いで 彩る 罪は徒(いたづ)らに
10,10,桜月夜,"
太田裕美",太田裕美,太田裕美,後悔はないと こぼした涙 キラリと光って 落ちた 夢を追いかけて 過ごした日々は 無駄ではないと 呟いた 真面目に生きていくことは 辛いことばかりと 寂しく笑う 横顔に はぐれた 流星 ひとつ 忘れないで 胸の奥の 希望の光は 灯っているわ その手の中 溢れる未来 掴むのは 信じる力 涙をぬぐった その指先で 未だ見ぬ 明日を描こう 夢を追いかけて 過ごした日々は かけがえのない 宝物 正直者は馬鹿を見る そんな世の中と あきらめるには 早過ぎる あなたはあなたで いればいい 忘れないで 生まれた意味 誰もが幸せ求め 生きてる その手の先 輝く未来 響き合う 鼓動の力 忘れないで 胸の奥の 希望の光は 灯っているわ その手の中 溢れる未来 掴むのは 信じる力 もうすぐ満月 夜空に浮かぶ 桜に霞んで 綺麗…
11,11,桜月夜,"
さだまさし",谷村新司,さだまさし,桜月夜の二年坂 薄紅色の風の中 祇園あたりははなやいで 酔人達の歌の中 藍の浴衣の君の手を ひいて人混みさけながら 枝垂れ桜を抱くように 月に隠れて君を抱く 見えるものより見えないものを 求めつづけた二人なら 明日もなければ過去もない 今宵限りがふさわしい 世に永遠のないように 儚き夢は風の中 花見小路のきらめきも いにしえ人の歌の中 紅い花緒の塗り下駄の 音も消される東山 せめて一夜の恋にだけ 溺れていたい春の夜 見えるものより見えないものを 求めつづけた二人なら 明日もなければ過去もない 今宵限りがふさわしい 咲け爛漫の桜花 月の光をかくすほど 散れ爛漫の桜花 月の光に溶けるほど 咲け爛漫の桜花 月の光をかくすほど 散れ爛漫の桜花 月の光に溶けるほど
12,12,桜月,"
ホイフェスタ",あち・HIROKI(ORANGE RANGE),HOIFESTA,遠く離れた夜も朝も ずっとそばにいるよ 溢れる想い色褪せない 二人で見た星空のように…☆ キミの本音(気持ち)を押しのけて 夢と希望でいっぱいになってゆくスーツケース 満面の笑みで頑張ってね そういってキミは送り出してくれた 振り返らず 前に進む 青く澄んだ空の下 二つの涙が背を向けた あなたが寝てる隙に携帯のアラームOFFにした そんな夜もあった 時間が止まってほしくて ワガママばかりでごめんな キミの涙を拭う役目は やがてくるだろう春風に任せて 今旅立つ 一人の夜はあなたをこんなに もっと想うばかり あきれるほどに愛しくて 行き場のない寂しさつのるよ 今年も色付き始めたこの桜並木 写真撮ってあなたに送ろうかな… 元気で頑張ってますか? 風に訊いた 文章能力も無くて この気持ちを表す絵文字なんてもちろん無くて 結局不器用な言葉 電話越しでキミを泣かせては 何のために 誰のためにオレはこんな所にいるんだろう 教えてくれよマジ 無愛想に笑っている未来 今 やっと言える あなたが見つけた道だから見守るよ そう、遠く離れた夜も朝も ずっとそばにいるよ 溢れる想い色褪せない 二人で見た星空のように…☆ キミに出逢えた事に感謝 でもキミを幸せにしなきゃ意味ないんだ だから行くんだ あの遠い場所へ 欲張りなオレ 頑固で意地張りなキミ 何度もすれ違い そしてそれは何倍もの 何倍もの愛に
13,13,桜月,"
山並果世",石原信一,幸耕平,どちらが先に 惚れたと聞かれ お酒にむせる あなたが好きよ 嘘のつけない この人の 広い背中に つかまって あれから何年 桜は何度 寄り添う影に 桜月 世渡り下手な やさしい心 黙って抱いて くれたらわかる 肌を伝わる ぬくもりに 胸があふれる 泣けてくる 路地裏暮らしの 小さな部屋を 静かにのぞく 桜月 情けの川に 小舟を浮かべ 二人で漕いで 明日をさがす どんな苦労も 時が過ぎ 笑い話に なるという 涙の数だけ 幸せ来ると 励ます明かり 桜月
14,14,桜月情話,"
金沢明子",内川和代,弦哲也,はねず色した 着物の裾に 桜吹雪が まといつく 酔ったふりして…… 背中に指文字「すき」と書く 影はいつしか ひとつになって 月もほんのり さくら色 花の命と 私の恋は どこか似ている 気がします 運命悲しい…… 命短い 花だけど それでも咲きたい 女のこころ 誰がどうして 止めましょう 月の寝顔を 横目でチラリ 下駄を抱えて くぐる門 枝のうぐいす…… 起きはせぬかと しのび足 肩にひとひら 花びら舞って 後ろ髪引く 桜月
15,15,桜月夜,"
北島三郎",麻こよみ,原譲二,さくらの花びら 目を細め 見上げるおまえの 笑い顔 振り向けばいろいろ あったよな つまずきながらも この世坂 越えた二人に あー 花吹雪 おまえにいつでも 支えられ 今日まで何とか 頑張れた 口には出さぬが ありがとう 苦労をしたぶん かけたぶん 今度おまえに あー 恩返し おまえと二人で またいつか 花見をするんだ この場所で しみじみと幸せ かみしめる 元気でいような これからも 明日(あす)につながる あー 二人道
16,16,桜てのひら,"
Gothic×Luck",井上トモノリ,井上トモノリ,てのひらに落ちた 春のカケラは 君がくれたメッセージ 初めて会った時のこと 今も憶えてる 花びら舞い散る校庭 春の風に 誘われたら 君のことを 思い出すよ もう一度笑顔で会えるよね きっと 桜てのひら 握りしめたまま 大人になる いつかここでまた会おう いつも 桜ひとひら 忘れないように 胸の中で 抱きしめてずっと咲かせていよう 並んで歩いた 桜並木は ずっと変わらないまま 歩道橋から見下ろした 桜のトンネル あの日と同じ風が吹いた いつもそばで 笑ってたね どんなときも 一緒だった 陽だまりの中に君がいた いつか 桜咲く頃 振り返るだろう 色褪せない 宝石散りばめた日々 君と 桜ひらひら 風に舞う中で 出会えるなら 大切なものが見つかるのかな 卒業しても 離れていても 戻れる「場所」がここにある 十年先も 手を繋ごう 指切り交わした木の下で きっと… きっと 桜てのひら 握りしめたまま 大人になる いつかここでまた会おう いつも 桜ひとひら 忘れないように 胸の中で 抱きしめてずっと咲かせていよう
17,17,桜 ～Dear my best friend～ feat. SHIN from CLIFF EDGE,"
Sweet Licious",Aya Harukazu・Sakurako・Kaede,小室哲哉,泣かないで いつもの笑顔で 遠く離れていても どんな時が過ぎても いつまでも いつの日も ずっと僕ら 変わらないから 眩しいくらい 青い It's blue sky 遠い未来 目指して今 Fly まだ冷たい 風でも All right 迷わずに Just try 寂しい時に 真夜中とか急に 会えないのは正直辛いけど 変わらぬ夢を 過ごした日々を それぞれ胸に抱いて 忘れないで ヒラヒラと桜の花びら舞う季節 必ずここで会おう 遠く離れていても どんな時が過ぎても いつまでも いつの日も ずっと僕ら 変わらないから まさに本能 キミからのPhone call 泣いてたの? 震えてる Your voice 街の雑踏に 紛れ Girls talking 最後にLaughing 思い返せば いつも一緒だった どんな時でも 味方だよ 忘れないで 夢のかけらを拾って just going 祈ってる あの日々 飛び越して行けよ 決めたらノリノリで 自分で描いた夢は 果てなく桜の花舞う 必ず 叶うはず 想いだけはずっと離さず 泣かないで You You お前にナミダは似合わない Just believe in your mind いつもの笑顔で You You 届くまで たどり着くまで 夢見て笑ってたい 遠く離れていても 心はひとつだよね 旅立ちの日は涙じゃなく 笑顔で「またね」 Promise you Dear my best friend You can do anything We belong together no matter what you do Don't forget the memories We can make a miracle You're the only one  ×2 遠く離れていても どんな時が過ぎても いつまでも いつの日も ずっと僕ら 変わらないから 遠く離れても You You 離れたって 変わらないぜ 大切なお前へ 繋がる未来はひとつ You You 届くまで 夢叶うまで Just keeping go your way
18,18,桜トレイン,"
CLEAR'S",Yuki Kitamura,Yuki Kitamura,この場所から明日へと続く 未来への一歩 変わることを恐れず キミのまま行けばいい あの日キミと この空に描いた夢は キミはどんな感じですか？ 僕はいつも失敗ばかりで キミと交わした約束を頼りに なんとか頑張って あの言葉を思い出して 次、会った時 キミに胸を張って「久しぶり」って会えるように またこの桜の下 笑って話せるように その時は少し大人になって あの時言えなかったことも 言えるのかな？ 桜トレインに 想いを乗せて ひらひらと舞い落ちる その花びらは 決して終わりの合図じゃなくて またここで会う為の印なんだ 明日へと キミヘと想いは続いてく お互い夢を語り合って それに向かって歩く道決めたね キミは笑って言ったんだ この夢叶えて 会おうって この空で繋がってる 今年の桜もキレイさ 次に会った時は この景色を2人だけのものにしたい またこの桜の下 キミと見上げれるように その時は少し勇気を出して この想いを素直にキミに言えるのかな？ 桜トレインに キミを乗せて 桜色の未来へ行きたいんだ キミの事をずっと好きだったよ この夢を2人で叶えたいんだ 大丈夫 僕らは 信じているものがある キミも大丈夫さ 強い心を持ってるから 大丈夫さ 桜トレインに 想いを乗せて ひらひらと舞い落ちる その花びらは 決して終わりの合図じゃなくて またここで会う為の印なんだ 明日へと キミヘと想いは続いてく
19,19,桜トンネル,"
後藤邑子",後藤邑子,山口朗彦,木立ち抜ける風 水の音 月明かりおちる 堤防の道 見慣れた場所の 知らない景色 手を繋いで歩いた 春になると花が咲いて 白いトンネルみたいになると 言葉にした時 遠くない未来見ないフリした 桜の雨 いつか見た 散り際奏でるかすかな音 君の全てを欲しがりながら 僕は君から何も奪えない 幼かった頃 駆けた道 遠い記憶 なぞるように歩く 君に秘密 僕の秘密 交差して離れてく 低く響く声はかすれて うかつな僕は見落としていた 「大好きよ ずっと それはさよならの呪文だったの?」 桜の波 時を超え 寄せては返して君を呼ぶ 淡くけぶる思い出の中 ああまだ僕は君に恋してる もう少し僕ら 大人ならうまくやれたのかな? 桜の雨 いつか見た 散り際奏でるかすかな音 君の全てを欲しがりながら 僕は君から何も奪えない ああまだ僕は君に恋してる
20,20,桜通り,"
クアイフ",内田旭彦,内田旭彦,このビルの最上階の窓から キミは飛んだ 誰にも言わずに この空はどんな色をしてたのかい？ それとも涙で何も見えなかったかい？ 悲劇のニュース 今じゃさ ちょっとしたネタ話 「変わったやつだった」なんて 鼻で笑う同僚 コンクリート 飛沫をあげ 舞った真っ赤な桜吹雪に 永遠を見れたかい？ それとも 教えてくれよ 人生ってやつはいつか終わるのに 汗水垂らして 生きる価値があるのかい？ 何一つ僕はわからない 何一つ僕は知らない なんでキミは先に旅立ったんだい？ このビルの最上階の窓はさ 今は開かない 固く鍵がかかってる 隅っこに置かれた手向け花は 黒ずんでて 触れたら脆くて 誰かのジョーク 気付いたら 何事も無く笑ってるよ 忘れないようにしないと忘れそうで怖いよ 死化粧 崩れるほど 零れた僕の涙の蕾も 枯れちゃったのかな ごめんね 教えてくれよ しあわせだったかい？ 太陽みたいに笑うキミの孤独に気づけなかった 都合良く想い出して 都合良く泣いてるよ そんな僕をどうか許してほしい 君は命 守るように まるで命 燃やすように 生きて、生きて、生きて、生きて、生きて、 舞い上がった 歩き慣れた道 いつものビル ふと 懐かしい声がどこからか聞こえた気がした 流れてく雲を追って 必死に手を伸ばした あの日と同じ風が吹いていた 教えてくれよ 僕の人生もいつか終わるのに 悩み迷い生きる意味があるのかい？ 今はまだ何もわからない いつの日かわかるかな？ なんでキミは先に旅立ったんだい？ 今日もせわしい朝だよ 桜通り
21,21,桜通り十文字,"
せきぐちゆき",関口由紀,関口由紀,出会ったことが なかったことになると 信じているの 記憶は消え失せると おかしな話だ、可哀想な奴だ、と 皆に言われても その通りでも 他に何も縋るもの 見当たらないから 他に何も縋るもの 見当たらないから 他に何も 他に何も… たかが三年 共に寝起きしただけ 別れたり戻ったり 互いに依存してた たかが三年 然れど三年の月日 たかが恋愛 然れど恋愛 二十五時の 桜通り十文字で 数少ない往来に 彼を探している 私 何を 何をしてるの… 春一番が 別れの季節告げた 出会わなければよかったのにと鳴いた 信じさせてよ 不可能だとしても 出会ったことが なかったことになると なかったことになると 他に何も縋るもの 見当たらないから 他に何も縋るもの 見当たらないから 他に何も 他に何も 他に何も 何も 何も 何も 春一番 桜通り十文字で 三年の月日をのせて 渦を描いた 悲鳴あげて どこへ行くの 悲鳴あげて どこへ行くの
22,22,桜時計,"
栗林みな実",栗林みな実,齋藤真也,この花が咲くのは きっと 遠くない未来 一歩ずつ… 私を飾る希望 みつける その心には もう届かない ずっと昔に気がついていた だけど… こんなに近くにいたのにね いつの日からすれ違っていた…? かすり傷を重ねながら 悲しくても隣にいたら あなたを支えられる光になれるような気がして 離れられなかった 夏の終わり… 解りあえなくても きっと それでよかったね ひとつずつ並べて 選び、育てたかった 小さな蕾 秒針のように 時を教えて 焦らずに咲き、今日も… 青空を背にして揺れてる 花びらは輝きにあふれて 私たちの記憶になる… 誇らしい自分を生きたら 今が過去に変わった頃には 忘れられる感情 涙の色さえも 儚い夢… 通り過ぎる風に散りゆく 花びらは輝きにあふれて 私たちの記憶になる… 悲しくても隣にいたら あなたを支えられる光になれるような気がして その手を離せなかったあの日から 2度目の 春の終わり…
23,23,桜時計,"
小松優一",小松優一,小松優一,踏み潰して クセがついたかかと 履き心地の良いこの靴は 明日からはもう履かない ボロボロに古くなったかばん 今日はやけに軽く感じて 少し寂しくなった 何もかもが真新しかった 桜の頃を 懐かしみながら歩く 通いなれた道 ヒラヒラ舞い散る 思い出が 別れの時だと伝えてる キラキラ輝くあの日々が 数え切れない程溢れて 頬を伝う 気がつけばいつものメンツ それは今日も変わらないハズなのに 惜しむように話してる 帰りによく寄ったコンビニも 壁に書いた落書きも 今は寂しげに見える 時には傷つけ合ったり バカ笑いしたり 出会ってから 今日までの記憶辿る だから今 ヒラヒラ舞い散る 思い出が 僕らの絆を深めてく ユラユラゆらめくあの日々が 振り続けた手と重なる ずっと忘れない 過ごしてきた日々 小さな花びら重なって 胸の中 咲き誇る 僕らの桜 ヒラヒラ舞い散る 思い出が 新しい道を導いていて キラキラ輝くあの日々は 今日から枝分かれ 別々の明日へ
24,24,桜ナイトフィーバー,"
KAN",KAN,KAN,"桜 フィーバー フィーバー 春が来て 女子も男子も胸はしゃぎ 夜は ライトアップ ライトアップ 照らされて 誰彼お酒飲んで騒ぐ これってどうなんでしょう？ いかがなものでしょう？ ぼくらだってイキモノなんだ 夜は眠りたい 日本の人々は どうにもこうにも忙しい 一本調子のキッカケで 消費と浪費を行ったり来たり ハロウィンの流れでクリスマスが終わったらすぐさまお正月 節分 バレンタイン ひなまつり そして ぼくらの 季節がやって来る 桜 フィーバー フィーバー 咲き乱れ 乱れてなんかいないのに やおら ブロウアップ ブロウアップ 風吹かれ 気がつきゃ吹雪と呼ばれてる それってどうなんでしょう？ いかがなものでしょう？ 精一杯に咲いているのに 理解者少ない 秋の朝も冬の午後もちろん梅雨入り梅雨だく梅雨明けも いつだってかわらずここに立っているのに なぜに なぜ？ 桜 フィーバー フィーバー 春だけは 毎年ぼくの歌が出る だけど フィールサッド フィールサッド なんでだろな どれも悲しい曲ばかり 実際どうなんでしょう？ いかがなものでしょう？ ステキな恋が始まるよな 出会いの歌聴きたい Fever！ Fever！ Fever！ OK, on Guitar Wada Sho！！！ 桜 フィーバー フィーバー 春が来て 女子も男子も胸はだけ 夜は ライトアップ ライトアップ 照らされて 誰彼お酒飲んで触る だからフィーバー フィーバー フィーバー フィーバー フィーバー フィーバー フィーバー フィーバー これってどうなんでしょう？ いかがなものでしょう？ ぼくらだってイキモノなんだ 精一杯に咲いているんだ 「でもね、涙が出ちゃうのよ」 夜は眠りたい"
25,25,桜ナイトフィーバー,"
こぶしファクトリー",KAN,KAN,桜 フィーバー フィーバー 春が来て 女子も男子も胸はしゃぎ 夜は ライトアップ ライトアップ 照らされて 誰彼お酒飲んで騒ぐ これってどうなんでしょう？ いかがなものでしょう？ ぼくらだってイキモノなんだ 夜は眠りたい 日本の人々は どうにもこうにも忙しい 一本調子のキッカケで 消費と浪費を行ったり来たり ハロウィンの流れでクリスマスが終わったらすぐさまお正月 節分 バレンタイン ひなまつり そして ぼくらの 季節がやって来る 桜 フィーバー フィーバー 咲き乱れ 乱れてなんかいないのに やおら ブロウアップ ブロウアップ 風吹かれ 気がつきゃ吹雪と呼ばれてる それってどうなんでしょう？ いかがなものでしょう？ 精一杯に咲いているのに 理解者少ない 秋の朝も冬の午後もちろん梅雨入り梅雨だく梅雨明けも いつだってかわらずここに立っているのに なぜに なぜ？ 桜 フィーバー フィーバー 春だけは 毎年ぼくの歌が出る だけど フィールサッド フィールサッド なんでだろな どれも悲しい曲ばかり 実際どうなんでしょう？ いかがなものでしょう？ ステキな恋が始まるよな 出会いの歌聴きたい Fever！ Fever！ 桜 フィーバー フィーバー 春が来て 女子も男子も胸はだけ 夜は ライトアップ ライトアップ 照らされて 誰彼お酒飲んで触る だからフィーバー フィーバー フィーバー フィーバー フィーバー フィーバー フィーバー フィーバー これってどうなんでしょう？ いかがなものでしょう？ ぼくらだってイキモノなんだ 精一杯に咲いているんだ 「桜もこぶしも咲き誇れ！」 夜は眠りたい
26,26,桜流し,"
宇多田ヒカル",Utada Hikaru,Utada Hikaru and Paul Carter,開いたばかりの花が散るのを 「今年も早いね」と 残念そうに見ていたあなたは とてもきれいだった もし今の私を見れたなら どう思うでしょう あなた無しで生きてる私を Everybody finds love In the end あなたが守った街のどこかで今日も響く 健やかな産声を聞けたなら きっと喜ぶでしょう 私たちの続きの足音 Everybody finds love In the end もう二度と会えないなんて信じられない まだ何も伝えてない まだ何も伝えてない 開いたばかりの花が散るのを 見ていた木立の遣る瀬無きかな どんなに怖くたって目を逸らさないよ 全ての終わりに愛があるなら
27,27,桜流し,"
緒方恵美",宇多田ヒカル・Paul Carter,宇多田ヒカル・Paul Carter,開いたばかりの花が散るのを 「今年も早いね」と 残念そうに見ていたあなたは とてもきれいだった もし今の私を見れたなら どう思うでしょう あなた無しで生きてる私を Everybody finds love In the end あなたが守った街のどこかで今日も響く 健やかな産声を聞けたなら きっと喜ぶでしょう 私たちの続きの足音 Everybody finds love In the end もう二度と会えないなんて信じられない まだ何も伝えてない まだ何も伝えてない 開いたばかりの花が散るのを 見ていた木立の遣る瀬無きかな どんなに怖くたって目を逸らさないよ 全ての終わりに愛があるなら
28,28,桜並木,"
AJISAI",松本俊,松本俊,雨が上がったら 僕も濡れた瞼を拭いて 守れなかった約束のあの場所へ出掛けよう 通い慣れた坂道を自転車で走る 脇で微笑む笠地蔵 君にも見せたかった桜並木 どうかまだ散ってないように 降り続いた雨は今朝上がって 嘘みたいに青い空 君にも見せたかった桜並木 息切らしてペダルを漕ぐ 桜は散ってた 夕べの雨で 胸が痛くて だけど僕らもいつか枯れて そして灰になって 消えてくだけだとしても… 僕に残された時間どれくらいかな？ それがもし明日だとしても だからって今日を精一杯生きたところで 大して何も変わらないよね いつかの僕がそう呟いたら 君は泣いてた「強く生きて」と 君が消えてやっと分かった 生きていたい 不器用でも… 落ちた花びら掬い上げて 僕は空へ投げる ひらひら花びら風に揺れて もう一度春が来たような奇跡を 祈ってた だけど確かに春は終わった どこかに落ちてないか探した 季節は巡り 人は流れて でも忘れないよ さようなら 君が好きだった景色 次の春まで逢えなくなるね 瞼閉じれば君の笑顔が 桜舞う中で揺れてた ほんの少し残っていた春の匂いを忘れないように 僕は深く息を吸った
29,29,桜並木,"
奥華子",奥華子,奥華子,かじかんだ手を 離せないまま 「元気でね」って言った 卒業の日 あの時見えた 桜並木を 今もあなたは覚えていますか？ 潰れた鞄を置いては 私を抱きしめてくれた 苦しくて 嬉しくて 何も言えずにいた 空に舞い散る夢 今も追いかける 桜の花びらに そっとあなたを思った あの頃の私 がいた 息を切らして 駆け抜けてきた あなたを忘れる為じゃないけど これで良かったと 誰かの声を 今も私は待っているのかな 二人でいればそれだけで 幸せだと思えたのに 迷ってた 悩んでた あなたを傷つけた 巡る季節の中 街の片隅で 散りゆく花びらに そっとあなたを思った あの頃の二人がいた 白く染まってゆく 二人のアルバム めくるページの中 いつもあなたがいたから 愛を見つけた時 遠くのあなたに 「今も元気です」と笑顔で言える気がした 桜舞い散る夢 今も追いかける 散りゆく花びらに そっとあなたを思った 少しだけ手を伸ばした
30,30,桜並木,"
KAB.",KAB.,KAB.,色んな始まりを告げる 匂いの風が吹く頃 この道を通るたび 思い出す事があるよ 自転車を押しながら 他愛のない話をした その時間さえ愛しく思えた 素敵な毎日 桜並木の道で 散ってく花びらが 君と僕の肩の上に 揺れて落ちた 桜並木の道の 色んな思い出も 車の音に消されてく 小さな記憶 恋に恋をするように 君を型にはめようとして がむしゃらに想いぶつけた 十代の春 初めて口づけた午後は 唇をぶつけただけで 言葉も出て来ないまま 二人顔を寄せ合った 涙ぐむ君の細い肩 抱きしめ方も解らずに おどけて見せてた公園は 君の匂いがした でも時が過ぎて 慣れ合いが増えるたび 争う事も出来ずに君を 遠ざけていった 桜並木の道で 呟く悲しみが 流れていく 夕暮れてく 指を解き 桜並木の道で 歩いてる二人を 淋し気に見守る木々は 枝を揺らす 幸せな想い出達は いつしかアルバムの中の 「思い出」に変わってた 十代の恋 舞い散る桜の中 一人立ってみる 今も変わらずあるのは この花だけじゃないと気付いたよ… サヨナラを告げた日が ふとよみがえる あの日も辛いくらい青い空だった 春が訪れるたび 後悔するのが 怖くて目を逸らしていた 今日まで…だけど 始まりの風はまた吹く 一人歩き出そう
31,31,桜並木,"
上村昌也",上村昌也,上村昌也,あなたと過ごした街に また春が訪れるよ あの日から どれくらい時が経つの もっと強く願ったら もう一度 動き出すかな 鮮やかに輝いたままの時間(トキ) 目の前に広がる桜並木と 透き通る青空 あの日は君が隣で手を握ってた 電車に乗って君に会いに行く 待ち合わせはしていないけれど あの日 伝え忘れてた言葉を 届けるよ君の元 何度も一緒に歩いたこの道 はじめて振り返る いつからか君はいつも下を向いてた? 気付かなかった 気付けなかった 「勝手だね」って心の言葉 歩幅合わす優しさもなかった 手を引く温かさも 電車に乗って君に会いに行く 握りしめたあなたへの想い 雪のように空を舞う桜よ 届けてよ君の元へ
32,32,桜並木,"
北岡ひろし",みなみひかる,光安正,あなたと寄り添いこの道歩く 人目も気にせず手をつなぎ あの日会わなきゃ今は無い 浮草ぐらしのふたりでも いつかは大きな根を張って 幸せ叶える 夢がある そぼ降る雨には相合傘で 若くもないのに肩を抱く 決めの台詞も言えなくて 夜店の指輪を嬉しそうに 微笑むお前のいじらしさ 守ってあげたい いつまでも もうすぐ桜が咲きますね 私が一番好きな花 なぜかと聞かれりゃあなたと私 出会った季節が春だから 出会ったところはこの並木 一緒に咲かせる 花ひとつ
33,33,桜並木,"
木山裕策",多胡邦夫,多胡邦夫,さくら舞い散る並木道を歩くそのたび思い出される あれから僕は数え数えて何時大人になったのだろう 人に流され人の愛に支えられ生きるという意味を知りました 何度も何度も振り返り不安そうな顔してアナタの両手を離したあの日 きっと何度も何度も繰り返し小さくなった手をとって 歩く日が来るのでしょう 桜並木を 今に思えば心配ばかりかけてきたような蒼い道程 アナタにとって胸を張れるような場所に僕は立ってますか？ 出逢いと別れ幾つもの場面があり生きるという痛みも知りました 何度も何度も迷ったり無闇に傷ついて悲しみに崩れそうな時でも ずっと何度も何度も言っていた「思いやり」は忘れずに 生きて来たこの胸に愛は咲き誇っています 淡いピンクの美しい花びらがひらひらと今落ちていく 何度も何度も振り返り不安そうな顔してアナタの両手を離したあの日 きっと何度も何度も繰り返しアナタの愛の尊さと伴に 歩いています 桜並木を
34,34,桜並木,"
近藤佳奈子",Takeshi Kitamura,Takeshi Kitamura,この桜並木… 部屋の窓から見える 桜並木道 風に舞う花びらが 街を染めるの 今は慣れない日々 でも心配しないで あなたの知らない私でいるから 変わりゆく季節の中で歩き出す 明日が私色に変わる 立ち止まらない 見上げる空は青く 桜並木が映える 頬につく花びらが 色を添えるの どんなことがあっても もう大丈夫だから 何でもできると自分を信じて 移りゆく景色の中で光り出す 明日にタ・カ・ラ・モ・ノが届く 振り返らない 流れゆく時間の中で思い出す 開いた手から花びらが舞い上がるの 夢の途中だけど 叶うはず 明日は今日より高く飛べる 心が弾む もう迷わない
35,35,桜並木,"
スガシカオ",SUGA SHIKAO,SUGA SHIKAO,はじまりの朝はいつでも グズついた空模様 慣れない制服も黒いクツも 破りすてたいくらいに重い ぼくの目の前にただ広がるヤミと 無理矢理えがき出した光 ねぇ もうバスが出る時間だよ 君の家の前を通って いつもの駅をすぎて 昨日とはまるで違う風景みたい… 誰にも見せない心は 小さな痛みを抱いた 美しくあろうとはしたけど 憎しみにふるえてしまった ぼくの新しい手帳のページは まるであの日をかき消したみたいに ねえ 何一つ消えちゃいないよ 高架下をくぐりぬけて 誰もいない堤防に沿って ぼくがえらぼうとしている未来へ 桜並木をくぐって 心にすっと日が射した 遅刻してしまうと かすんでしまうから
36,36,桜並木,"
タオルズ",西田遼二,西田遼二,季節はまもなく冬になる またあっという間に春が来る 僕は何より春が大好きで あなたも春が好きだった 「夏は嫌いなんだ」と言いながら 冬には夏が恋しくなるように 君がいなくなって早数ヶ月 今更君が恋しくなる 僕がまた誰かに恋をして 再び胸を痛めても 桜の季節が来る度に 君と比べちゃったりするんだろう 桜の花弁が頬を撫で また同じ涙を誘ったとしても 僕の声は川のせせらぎと ウグイスのさえずりが隠すだろう 髪を切りすぎた僕を見て 大笑いしてた君もまだ 桜の季節が来る度に 僕を思い出したりするのかな? 僕がまた誰かに恋をして あの桜並木を歩いたら 君との綺麗な思い出も 不思議と忘れちゃったりするんだろう 不思議と忘れちゃったらいいのにな…
