,Song_Title,Artist,Lyricist,Composer,Lyric
46,Shiny Heart Beat(舞台KING OF PRISM-Over the Sunshine!-),"
ALL CAST",松井洋平,AstroNoteS,Shine for you from stage！ Can you feel Heart Beat？ 「ありがとう」って言わせて 招待状を 受け取ってくれてたんだね…嬉しかったんだ 繋がっているってこんなに、あったかいFeeling 君も感じているのかな…確かめたいよ まるでKissみたい(Fu！) やわらかい(Yeah！！) ココロでココロさわったら(Oh Yeah！！) トクントクン(Fu！) 聴こえた…(Yeah！！) 始まるんだよBrand New Show！ (1.2.3.4 JUMP！！) 今日ここで逢えたこと、(Yeah！！) これって奇跡なんじゃない？(Oh Yeah！！) たった1秒目があっても、(Yeah！！) キラッとときめいていくんだね！ ひとつひとつのPRISM、重ね合ってくRHYTHM 君に届いてほしいな…僕らのShiny Heart Beat Shine for you from stage！ Can you feel Heart Beat？ 「側にいる」って誓うよ もう大丈夫 気持ちを分け合う、それだけで…強くなれる そうさ、いつだってきっと 一人じゃないね みんなが羽をくれたから 高く跳べるよ 笑顔なんだ…(Fu！)欲しいのは(Yeah！！) 失くしたくない大切は(Oh Yeah！！) 迷いのない(Fu！) 瞳に…(Yeah！！)眩しく映るBrand New Days！ (1.2.3.4 JUMP！！) またきっとここで逢える、(Yeah！！) 約束するよ待っててね(Oh Yeah！！) いつか願ってた夢も(Yeah！！) 叶えて君に届けるよ ひとつひとつのPRISM、重ね合ってくRHYTHM 未来になっていくこと…僕らは知ってるんだ 「自由よ、プリズムの扉を開け！」 「俺たちは跳べる！」 「俺たちは輝ける！」 「笑顔を届けよう！」 「Ready Sparking！エーデルローズ！」 「フハハハハ！心を支配しろ！」 「絶対的に！」 「圧倒的に！」 「奇跡を信じよう」 「永遠を刻め、シュワルツローズ！ 「ショーが終わっても、さみしくないぜ」 「望めばいつでも会えるんだから」 「ずっと心に寄り添っているよ」 「一緒に行こう、虹の彼方まで！」 「そうさ、プリズムの煌めきはいつでまでも消えない！」 今日ここで逢えたこと、(Yeah！！) これって奇跡なんじゃない？(Oh Yeah！！) たった1秒目があっても、(Yeah！！) キラッとときめいていくんだね！ ひとつひとつのPRISM、重ね合ってくRHYTHM 君に届いてほしいな…僕らのShiny Heart Beat Wow Wow…Shiny Heart Beat！
47,Shiny Heart Beat -2020 ver.-,"
ALL CAST",松井洋平,AstroNoteS,Shine for you from stage！ Can you feel Heart Beat？ 「ありがとう」って言わせて 招待状を 受け取ってくれてたんだね 嬉しかったんだ 繋がっているってこんなに あったかいFeeling 君も感じているのかな …確かめたいよ まるでKissみたい やわらかい ココロでココロ さわったら トクントクン 聴こえた… 始まるんだよ Brand New Show！ 今日ここで逢えたこと、 これって奇跡なんじゃない？ たった1秒目があっても、 キラッとときめいていくんだね！ ひとつひとつのPRISM 重ね合ってくRHYTHM 君に届いてほしいな… 僕らのShiny Heart Beat Shine for you from stage！ Can you feel Heart Beat？ 「側にいる」って誓うよ もう大丈夫 気持ちを分け合う、それだけで 強くなれる そうさ、いつだってきっと 一人じゃないね みんなが羽をくれたから 高く跳べるよ！ 笑顔なんだ、 欲しいのは 失くしたくない 大切は 迷いのない 瞳に 眩しく映る Brand New Days！ またきっとここで逢える、 約束するよ待っててね いつか願ってた夢も 叶えて君に届けるよ ひとつひとつのPRISM 重ね合ってくRHYTHM 未来になっていくこと… 僕らは知ってるんだ 今日ここで逢えたこと、 これって奇跡なんじゃない？ たった1秒目があっても、 キラッと輝いていくんだね！ ひとつひとつのPRISM 重ね合ってくRHYTHM 君に届いてほしいな… 僕らのShiny Heart Beat Wow Wow… Shiny Heart Beat
48,しゃらららるんら,"
小鳥遊ひな(五十嵐裕美)",うらん,菊谷知樹,しゃらららるんら しゃらららるんら おひさま おっはおはようさん ぽかぽからった おでかけるった らららにちようびはじまるよ みんなでいこう いっしょがいちばん だいすきだよ おにぎりギュギュっとおてつだい まんまるできた パリッとのりでおめかしも しましょ したら あおぞらキラキラ おべんとうもってでかけましょう しゃらららるんら しゃらららるんら おそらはどこまであるの? てくてくらった スキップだって じょうずにできちゃうにちようび あったかいえがお いつもありがとう やさいもがんばって もぐもぐたべて おっきなおとなになる しゃらららるんら しゃらららるんら わたがしくも ふわふわわ まんぷくらった ねむくもなった ちっちゃくあくびであわわわわ みんなでいよう いっしょがいちばん てをつなごう ソフトクリームたべたいな まっしろバニラ あまくてつめたい しあわせを はんぶんこ したら なかよく たのしく てをつないでぼうけんだっ しゃらららるんら しゃらららるんら みずたまりもとびこえて てくてくらった おさんぽわんこ なでなでしたならおともだち ちょっぴりさみしいきもちのときは おひさまつれて おでかけしよう はれのちはれでえがお しゃらららるんら しゃらららるんら “はじめて”もっとあつめよう ぽかぽからった ドキドキるった らららにちようびたのしいね みんなでいこう いっしょがいちばん だいすきだよ たのしいこと うれしいこと おしゃべりして おそろいえがおピース
49,Shangri-la,"
ライフリング4",宮崎まゆ,家原正樹,“もう無理だよ”なんてね 一度も思ったことはない ただひたすらまっすぐ 立ち止まらずにきたんだから 描き続けた夢 手を伸ばしたらもう届きそうで 確かにそこにある 気づいたから ねえまだいけるでしょ？ あと少し もう少しなんだ 胸の鼓動が高鳴って 喧騒をかき消してゆく 約束された勝利へと 走り続けたから 見えてくる景色がある 辿り着けるその場所 わたし達だけのShangri-la 自信がなくなっても 逃げ出すことはしなかった 今さら迷いはない ここまで進んできたんだから 追い求めてた夢 目の前で現実に変えてゆく そうこれは夢じゃない 今全てを出し切る瞬間だ 信じてる 誰よりも強く 希望の道はここにある 一緒にこの先へ行こう 未来への扉開いて 諦めたりしない 願いを掴むその時 感じられる想いは これ以上にないeuphoria あと少し もう少しなんだ 胸の鼓動が高鳴って 喧騒をかき消してゆく 勝利を掴むんだ 信じてる 誰よりも強く 希望の道はここにある 一緒にこの先へ行こう 未来への扉開いて 走り続けたから 見えてくる景色がある 辿り着けるその場所 わたし達だけのShangri-la
50,Sugar,"
嵐",HIKARI,iiiSAK・HIKARI,"You've got me feeling now, baby You've got me on my knees, baby Put it down on me 素気(すげ)無い言葉と裏腹のKissに きっと深い意味はない 饒舌(じょうぜつ)な言い訳を嫌う君に 抗(あらが)えぬ Only lonely love 月明かり 君は素敵に纏(まと)って 悔しいくらい上手に笑う 何もかも幻だよ、みたいに 嘯(うそぶ)いたその瞳が愛しいんだ 物憂げなUpturned eyes 蔑(さげす)みのCold eyes 翻弄されればされるほど No way out 君の渦 飲まれてく Prisoner There's nothing I can do だから その指で 唇でSugar 刹那の夢でいい さあ もう一度 壊れるほど抱きしめてMy love 言葉はいらない C'mon Fall into your trap, fall into your trap 構いやしない Nothing but a loser 戻れなくたって 甘い香りに誘われるまま 理性溶かしてくよ Sugar 形ある物などもう要らないって ちょっと寂しげなSigh 手に光る指輪を眺めては 弄(もてあそ)ぶ Only lonely, lonely, lonely love 剌すようなPrivate eyes それさえもFeel so nice まるで心まで見透かされるよう いっそ強く焼き付けて Flashback So gimme one more kiss そうさ その吐息で 眼差しでSugar 目眩(めくるめ)くような時をもう一度 身体中駆け巡るMy love 衝動が止まらない C'mon I'm a fool for your lies, I'm a fool for your lies 今はまだ Don't stop my feeling 終わりにしないで 成す術もない哀れな僕を 嘲笑(あざわら)ってくれよ Sugar 明日のことなんて Forget now そう 分かってるのは もうすぐ今日が 終わるってことだけさ 「いつかは2人も 星屑になるの」 そんな駆け引きは 月と太陽に預けて ただ僕を見つめて だから その指で 唇でSugar 刹那の夢でいい さあ もう一度 壊れるほど抱きしめてMy love 言葉は要らない C'mon Fall into your trap. fall into your trap 構いやしない Nothing but a loser 戻れなくたって 甘い香りに誘われるまま 理性溶かしてくよ Sugar"
51,sugar and salt,"
櫻井翔(嵐)",100+・Rap詞：櫻井翔,韻シスト,"I wanna feel your love 吹き抜ける その調べ どこへ行く？ I wanna feel your love 抱きしめたいんだ 夢の中でも but you were mine 目と目が合ったその瞬間の 浮遊感を思い出す sugar and salt ときに甘く 甘く 辛く こそ 儚く 計らうように空も夕立ちと (one day) レストランに行ってまた 映画館に行ってまた ドライブに行ってまた貴女を知っていく 心なしか二人また似ていく 無地のキャンバス滲んでいく 肩にもたれかかる左の耳 (yeah) 繋ぐ手の震える意味 (yeah) いつからか互いに意地 一日 いまもよぎる景色 (Baby) 俺なんかよりもずっとずっと細い手 柔らかくて細い手 ah 絡んでいた指先ほどいで 思い出の中を泳いでる I wanna feel your love 凍えてる 温もりは 誰のもの？ I wanna feel your love 願う涙 浮かんでは消える and you were mine Love... Love... Lovin' you いつも…… いつでも会いに行く 何しているかなってまた空見て とは言え 応えもなく もがいてる また出てきた女々しさ ただ照れ臭く ただ男の女々しさでした Baby I love... 届いてる？ 抜け出せず 思い出を未だ泳いでいる I wanna feel your love 吹き抜ける その調べ どこへ行く？ I wanna feel your love 抱きしめたいんだ 夢の中でも but you were mine もう一度 Call me, call me 言えない Just tell me, tell me why 最後に Call me, call me 繰り返す言葉は I wanna feel your love... You're the one for me I wanna feel your love 凍えてる 温もりは 誰のもの？ I wanna feel your love 願う涙 浮かんでは消える and you were mine 君の明日を願うよ"
52,Shooting Voice!!,"
Liella!",宮嶋淳子,小幡康裕,今夜キミに届け！ キラキラのShooting Voice！！ 飛ばすよ 想い乗せて ちょっと胸おどる素敵なこと なにかあるたび書きとめておくの 大好きな曲も 空模様も 全部伝えたいよ 早く ねえキミはいまどこにいるんだろう ベッド？外？友達のとこかな？ どんな場所にいてもつながれるさ 耳を澄まして Special Time！ 今夜キミに届け！ 大切だよってずっと伝えたかった想いを 声に乗せて夜空 飛ばすのさ Shooting Voice！！ ほらいま！ 聴こえたでしょ！？ ぱっと生まれてはひかる気持ち 口にしなきゃすぐに消えてしまうね 教えてほしい キミの声で 全部受けとめるよ 平気 なんとなく素直になれなくても 急にふと「ごめん」て思ったり 「ありがと」がポロポロこぼれる夜 寄り添いたいの Starting Time！ 今夜伝えあおう 私とキミの声いくつもの街こえて まばたきの瞬間 飛びかうの Shooting Voice！！ いますぐ つかまえるよ！ 会えない日が続いても (とおくても) 想いあえば ぴゅーんと (届く！) だからみんな分かちあいたい (そうだ！)(いまを)(声に) 乗せよう！ いつも 近くに感じてる キミのこと もっともっとハートとハート結ぼう 今夜キミに届け！ 大切だよってずっと伝えたかった想い 声に乗せて夜空 飛ばすのさ Shooting Voice！！ ほらいま！ 聴こえたでしょ！？ このどきどき 飛ばそう Shooting Voice！！
53,湘南未来絵図 (acoustic ver.),"
山嵐",KOJIMA・SATOSHI・武史,山嵐,いつまでも変わらず We're livin' in freedom 迷わず未来絵図を Let it go Let it go Let it go 高く羽ばたく まだ見ぬ大空へ 時に追われ 世間に飲まれ 失くしかけた夢のかけら 何の為か分かんなくなる 身を削って 気持ち抑えて 流される日々 見失いかけるが こらえる まだ夢の続き 帰り道 ため息まじり でも明日信じ生きてる自分 あの日描いた栄光と違くても Just get it on Get it on いつまでも変わらず We're livin' in freedom 迷わず未来絵図を Let it go Let it go Let it go 高く羽ばたく まだ見ぬ大空へ 歩く日常 日々日々 Grow Up したいけどしたくないこといっぱい あてブリして動くのはウンザリ 毎回おなじみの My Life ドンマイ ただグイッと一本釣り 金塊 釣り上げられたら 苦労ない サラブレッドじゃなく食うブレッド パンでも暮らせる生き甲斐をゲット 夢に見た映像と違くても Just get it on Get it on いつまでも変わらず We're livin' in freedom 迷わず未来絵図を Let it go Let it go Let it go 高く羽ばたく まだ見ぬ大空へ 探してるのさMyトロフィー いつか掴むぜMyストーリー 戦い終えて戻るその度に 笑顔で迎えてくれる My Family Sea breeze blow この街を愛し 歓喜求め 歩く未来に 幾つもの喜びをくれた街で一緒に未来絵図を 描こう 語ろう 育てよう 心を支える この景色と笑顔 いつまでも変わらず We're livin' in freedom 迷わず未来絵図を Let it go Let it go Let it go 高く羽ばたく まだ見ぬ大空へ いつの日もここにある景色 We're livin' in freedom ここに根ざして いつの日もここにある景色 We're livin' in freedom 空を目指して いつの日もここにある景色 We're livin' in freedom 光が射して いつの日もここにある景色 We're livin' in freedom 迷わず未来絵図を 探してるのさMyトロフィー いつか掴むぜMyストーリー
54,SHOW TIME,"
嵐",AKIRA・Singo Kubota・Satoru Kurihara,AKIRA・Singo Kubota・Satoru Kurihara,"退屈がグラスに溶けた 目に飛び込むDress & Heel Mmm... キミが髪かき上げた 悩ましげさ You want some love？ 見惚れてたいよもっと Want some true love？ Love, love, love 感じてたいよもっと Wanna real love？ 始まりの合図 Baby！ Come on, It's SHOW TIME Dance, dance, you make me dance！ Show me, show me, I love your dance！ 冷静じゃいらんない 限界を超えちゃおう Dance, dance, you make me dance！ Kiss, kiss, I want a kiss！ Kiss！ 誰にも邪魔されたくないから 焦らさないで 最高潮で抜け出そう 今夜はもう キミだけに キミだけとSHOW TIME 気まぐれな鼓動のBGM シンクロするYour & My heart 完璧にこなした台詞(せりふ) ハプニングでPerfect You want some love？ 最初(はじまり)からきっと Want some true love？ Love, love, love 繋がってたんだきっと Wanna real love？ 運命の合図 Baby！ Come on, It's SHOW TIME Dance, dance, you make me dance！ Show me, show me, I love your dance！ タダじゃ終わんない 楽しみはこれから Dance, dance, you make me dance！ Kiss, kiss, I want a kiss！ Kiss！ 誰にも許されてることだろう？ 焦らさないで 最高潮で抜け出そう 決めたよ キミだけに キミだけとSHOW TIME キミばかり見てしまうMagic 無限に広がってくImagine 鳴り止まない 最高のカーテンコール La la la... Colorfulに未来 混ざり合う世界 キミとならどんな色かな Dance, dance, you make me dance！ Show me, show me, I love your dance！ 冷静じゃいらんない 限界を超えちゃおう Dance, dance, you make me dance！ Kiss, kiss, I want a kiss！ Kiss！ 誰にも邪魔されたくないから 焦らさないで 最高潮で抜け出そう 今夜はもう キミだけに キミだけとSHOW TIME 夢のように続くよ One more time キミだけに キミだけとSHOW TIME Come baby Let's go out, baby！ Dance, dance, you make me dance！ Kiss, kiss, I want a kiss！ Kiss！ SHOW TIME！"
55,シリウス,"
嵐",UNITe,小林建樹,一人でつぶやく 白い冬の朝 涙の訳も空で 雪になったかな？ ひとつひとつ失っていくような恋に震えてた 一つだけ空に高く光る 僕の名前呼ぶ声 遠ざかる星に愛を誓う そこにいて迎えに行く 今すぐに 誰かが言ってた 傷は癒される 今日こそ待ち合わせた場所で会えるかな？ 胸の奥が押しつぶされそう わかってるつもりでも ため息が白く空に溶ける 奇跡を見た二人で 追いかけた季節 戻れるなら 二度とそばを離れない 愛してる 痛みも悲しみも 全部抱きしめたい 一つだけ空に高く光る 僕の名前呼ぶ声 遠ざかる星に愛を誓う 二人で見た奇跡を 追いかけた季節 戻れるなら 二度とそばを離れない 愛してる 二度とそばを離れない 愛してる
56,シルバーリング,"
嵐",山本成美,北川吟,君に似合いそうな シルバーリングを買った 待ち合わせまであと15分 喧噪の中で俺に手を振り交差点 嬉しそうに駆け出す君 言葉にするのはちょっと照れるけど 話しておきたいことがあるんだ 君を愛してる ただ君の笑顔を見ていたい ずっと 道を歩けばいつも 俺の右側を歩きたがるんだね にゅうどう雲 将来なんてどうにかなると思ってた 君とめぐり逢うまでは 高価なものはまだ買えないけど いま俺にできる精一杯のこと 君を抱きしめる ただ君が震えている夜は ずっと 幾つになってもこんなふうに ふざけ笑って過ごして行ける気がした 言葉にするのはちょっと照れるけど 話しておきたいことがあるんだ 君を愛してる このすべてをかけて守りたい Oh 高価なものはまだ買えないけど いま俺にできる精一杯のこと 君を抱きしめる ただ君が震えている夜は ずっと
57,白が舞う,"
嵐",Funk Uchino,Erik Lidbom・eltvo,静寂を切り裂く 歓喜(こえ)の先に 胸踊るパノラマが広がる 何度も 揺らめいた覚悟は 確かになり此処に実る 震える焦燥は 指先まで 逃げ出したくなる不安も重ねて やっと辿り着いた この舞台(とき)を駆け抜けて 挫けず夢追うProcess いつしか“強さ”となった 誰かが図ったシナリオじゃ 進めない Go your own way さんざめく白いドラマを描いて 気高き空 目指しTryin' out 果てなき情熱(おもい)にヒカリが宿って キミはキミを越えてゆく I know you'll reach the top 鮮やかに We're dreaming where you'll go 記憶の先へと いま飛び立て 探し続けてた明日へ 優しい声 見守られた季節は やがて解(ほど)き進むしかなかった どれだけ 傷ついたとしても “誇れる自分”を知りたくて 新しい景色 映すフィルムは 擦り切れながら月日なぞった 涙で滲んだThose days 解き放つ蒼き焔(ほのお) 何処かで迷った夜に ひとり暝(つむ)った瞳に どんな場面だって切り取れば そこには Hope's on the way 険しくともただ栄光求めて 叶えて あの日のWishes 胸のアルバムに刻んだ決意は いつだって未来を指し示す I know you'll reach the top 美しく We're dreaming where you'll go 褪せぬ希望に その身委ねて 輝き纏ってYou'll fly so high 失いながら手に入れた 信念(こころ)の地図を開いて さんざめく白いドラマを描いて 託された夢とTryin' out 祝福の鐘を高らかに鳴らせ キミは時代も越えてゆく I know you'll reach the top 鮮やかに We're dreaming where you'll go 記憶の先へと いま飛び立て 探し続けてた明日へ
58,進化系Girl,"
にゅーろん★くりぃむそふと",新屋豊,新屋豊,"Do what you want to do, ジャスト be yourself はみ出すくらいが良い感じ 限界の先 進化系Girl glissして駆け上がろう Sky is the limit 未完成な私たち 未知なる道を見たいのです 1を知って10を想像 勢い余って0かけちゃう これが私のスタイルなのです 振りだってリフだってキメはラフじゃダメなんです 思いきり 深く ためらいはNG Do it now！ (いっちゃえ～！) You can do it (だいじょうぶ！) キュンエナジー You go go girl！ Do what you want to do, ジャスト be yourself はみ出すくらいが良い感じ 超加速ニューロン巡り ゲノムコード10 (うむ) メロディ あい was born to be まいせるふ、true that！ 胸元から飛び出す理論 限界の先 進化系Girl glissして駆け上がろう Sky is the limit 白く甘いソフトクリーム究極のラ旋美 完璧と崩壊のこの一瞬がハーモニー そこに秘密 隠されています まわる毎日の連続 アドリブで あわわわ でこ出しも ぱっつんも 前髪よりどり 未来 (かわいい！) 10色 (すてき！) 見たい件 You go go girl！ Do what you want to do, ジャスト be yourself やらないなんてもったいないです 石橋叩いてばかりじゃ 意思の上でもザンネンです Believe in yourself and ふぉろー your dreams dreams 未来に希望×ちゃお plugin 差し込んでRock！ 覚醒加速させます play the Life ツインテポニテ バージョンアップ決めて 制服コーデも ばっちり せいぞろい (じゃじゃじゃん) 甘いだけじゃないのです (ピリリッ) 辛い乙女心 「私たちの唇から逃げないで」 Do what you want to do,ジャスト be yourself はみ出すくらいが良い感じ 超加速ニューロン巡り ゲノムコード10 (うむ) メロディ あい was born to be まいせるふ、true that！ 胸元から飛び出す理論 限界突破 進化系Girl 明日は さらに転調 Sky is the limit"
59,心眼,"
山嵐",SATOSHI・KOJIMA,山嵐,雨が降って 風が吹いて 槍が降っても ただRide on ただ歩いて 変わる風景 濁らせずに捕まえろ いつでもラストのチャンス と思ってるスタンスで 完成するまで反省 適当なフリしてたって案外真剣 キレ味なければ悲しいね ホメゴロシにフニャリ 時にそれもあり でも、それだけなら問題あり 相手さえ見付からない闘いもあり 空騒ぎ響く大都会 四季が廻る 日本で腕組む 時もあれば ハメハズシ入れつつ 案外流れる 絶妙バランス 真冬が来たなら どっかへバカンス 突き動かされる あの時のまま 行って帰って トレンドはどっち? それよりもまず 進め目の前を 濁らせずに 捕まえろ 未だ変わらないな本当 またまたやってる夜中の麻雀 おいおい、未だ負けキャラじゃん? 気づけば夜な夜なバカ騒ぎ繰り返す いつもの山嵐 見た目や環境 変わってないの? そんなの現場で見て見なさいよ いつもの調子 ほら、等身大 だから書くのはリアルなTalkin' 今も昔も薄めず 内容色濃く出し 気持ちを解放 良いも悪いも受け入れ隠さずに作曲や作詞 それが結局 明日への糧 そして結束 まだ見ぬ地へ 行こうかい 山あり谷あり だからだろうな、ずっと飽きない
60,Sync,"
嵐",小川貴史・Rap詞：櫻井翔,U-Key zone,時計の針が刻む音だけが聞こえてる 静寂に 抜け出せるならどんなやり方か考えてた ありがちな論法じゃ紐解けない 追いついた途端に消え去るLine 零れそうに目映い光 見つめたのは正解(こたえ)のない輝き I believe in my world I believe in my world again いつも夢なら ここにあるさ I believe in my world I believe in my world again 息を整え 歩き出すんだ Feel it... 風向きばかり気にしていたのは誰のせい？ 分からない 紛れ込んだ人混みで何かを失くしたまま 上がり出す鼓動が追い越すTime 求め合う本能が導くSign 見ないフリをしていた影に 浮かんだのは際限のない哀しみ I believe in my world I believe in my world again 急がなくていい 信じるんだ I believe in my world I believe in my world again 名前のない日々 ありのままで Hold it... いつかきっと 辿り着く 運命が微笑む瞬間(とき) Shining on 目映いばかりにshining on 乗り越えてくwinding road 遥かに暗い陽を見た昨日 もう朝日よ 今日と今日の向こうへと すべてを繋ぐ I believe in my world I believe in my world again いつも夢なら ここにあるさ I believe in my world I believe in my world again 息を整え 歩き出すんだ Feel it... そう見蕩(みと)れた夢の果て 同じ気持ちのままで 輝き続ける未来のほうへ I believe in my world I believe in my world again 名前のない日々 ありのままで Hold it...
61,身長差のない恋人,"
嵐",TAKESHI,Seikou Nagaoka,We can dance いつもいつもそばで I can feel 抱きしめる Night and day いつもいつもいつもそばで You can feel 届けてる Night and day 月1で買い物するよ 身長差のない恋人 ショーウィンドーのピンヒール見た 君の目に僕がうつったみたい Mama said 「牛乳噛んで飲んで寝なさい」って ゴメン スニーカーばかり履かせて Wow wow Baby 空までの距離にすれば 同じさLove you for Just 宇宙の規模でみれば 大きいも小さいも不要 そういつもそばにいるから 君へのLove you for 広げた腕より無限だよ もう果てなくつづくShining day バーゲンまで付き合ってるよ 年齢差のない恋人 ビンテージのGパン貸すよ 君のほうが足は長いみたい Sister said 牛乳飲んでバストアップに精出して 無神経「お姉ちゃんが二人」 だなんてね そりゃないBaby 明日への歩幅にすれば そろえた Love you for Just 未来への階段は 100段も1000段も向こう 風立ちぬ愛の彼方 大袈裟だけど 持ち寄る心が本当だろう もう君さえいれば Shining day 空までの距離にすれば 同じさLove you for Just 宇宙の規模でみれば 大きいも小さいも不要 そういつもそばにいるから 君へのLove you for 広げた腕より無限だよ もう果てなくつづくShining day We can dance いつもいつもそばで I can feel 抱きしめる Night and day いつもいつもいつもそばで You can feel 届けてる Night and day We can dance いつもいつもそばで I can feel 抱きしめる Night and day いつもいつもいつもそばで You can feel 届けてる Night and day
62,Secret Eyes,"
嵐",ERYKAH,GAJIN,キミなら キミなら キミだけ 見つめた カラオケの順番 待つ仲間たち キミと二人で見つめ合う 誰も気づかない 小さな世界 ドキドキな夜も いいじゃない？ キミの右どなり 素早くソファに座る わざと目をそらす ヒミツの合図で… このまま朝までいいじゃない この部屋でParty Night 二人だけのヒミツで 抜け出す扉を開けて(だんだんと) みんなの 視線に おびえて キミとはじまった夜に ほら聞こえる 恋のベル 鳴るよ キミなら キミなら キミだけ 見つめた 飲みモノおかわり そろそろお開き 終電間近で もう一杯 最後にもう一回 気持ち確認 今日は帰らなくて いいじゃない？ 部屋を抜け出して みんなとわざとはぐれ 今がそのチャンス ヒミツの合図で… このまま未来もいいじゃない この街でDance All Night 二人だけのヒミツで 隠されたカギを開けて(うしろから) みんなの 呼ぶ声 聞こえて キミが寂しそうな顔で またヒミツの 恋のベル 鳴らす キミなら キミなら キミだけ 見つめた 時が迫る だんだんと どうか皆しばし歓談を 満タンの胸で判断を 気付けば二人で 街 閑散の(oh) 見つめる瞳で 触れる手で 僕にもたれかかるBabe 少し低めの背で 少し照れ 僕にもたれかかるMy lady これから二人でどうしよう ずっとこのままこうしよう 朝まで… このまま朝までいいじゃない この部屋でParty Night 二人だけのヒミツで 抜け出す扉を開けて(だんだんと) このまま未来もいいじゃない この街でDance All Night 二人だけのヒミツで 隠されたカギを開けて(うしろから) みんなの 呼ぶ声 聞こえて キミが寂しそうな顔で またヒミツの 恋のベル 鳴らす キミなら キミなら キミだけ 見つめた (×2)
63,season,"
嵐",youth case,youth case,踏み出す 夢の音を 僕らは感じている 頬なでる風に光 見つけた様な気がして 咲いた名もない花を君に届けよう 消えることない思いと 遠く離ればなれでも 心ひとつ つながってる ひらひらと花が舞う頃 旅立ちを決めた思いは 今 誰のためでもなくて 思い出を抱きしめながら 僕たちは歩いてゆくよ 今 瞳の奥に 輝く夢は いつでも いつまでも あの頃 憧れてた 未来を歩き出した 分からなかったこと少し 分かり始めた気がする 巡る季節の中で変わりゆく僕の 変わることない思いを 涙零れそうなとき 君の事を 思い出す 春色の風薫る頃 澄み渡るこの空の様に もう 迷いは何もなくて 何度でも咲き誇るように はじまりを描いてゆくよ 今 ありふれた日が かけがえのない 喜びに満ちてる ひらひらと花が舞う頃 旅立ちを決めた思いは 今 誰のためでもなくて 思い出を抱きしめながら 僕たちは歩いてゆくよ 今 瞳の奥に 輝く夢は いつでも いつまでも いつでも いつまでも…
64,時代,"
嵐",TSUKASA,TSUKASA,とかく なんでも 手に入る この時代 すべて なにを やるのも 君ら次第 だから 想像力 行動力 大事なのは自分のハート 闇の中でてまねきする 巨大なマーケット そのちから 想像力 決断力 大事なのは自分のハート あー愛を求めてるよ あー愛を探してるよ 今、君のもとへと僕は走って行く どこまでも続いてく 新しい未来(あした)へ HEY NO NO 君をさらいたい NO NO 僕はここだよ NO NO 見つめてるから 僕を信じて NO NO 君をうばいたい NO NO 君の近くで NO NO 唄いつづけよう ふたりのこれからの時代に かるく なんでも 捨てられる この時代 すべて なにを やるのも 僕ら次第 だから 表現力 精神力 大事なのは自分のハート 光をあびて ときはなつ ぼくらのロケット そのちから 表現力 決断力 大事なのは自分のハート あー夢を求めてるよ あー夢をおいかけるよ 今、ぼくの気持ちは 揺るぎない想いに 変わってく 上(のぼ)ってく すばらしい未来(あした)へ HEY NO NO 君とキスしたい NO NO 僕はここだよ NO NO 離さないから 僕を信じて NO NO 君に夢中さ NO NO 空を見上げて NO NO 歩いて行こう ぼくらのこれからの時代を NO NO 君とキスしたい NO NO 僕はここだよ NO NO 離さないから 僕を信じて NO NO 君に夢中さ NO NO 空を見上げて NO NO 歩いて行こう 僕と一緒に NO NO 君をさらいたい NO NO 僕はここだよ NO NO 見つめてるから 僕を信じて NO NO 君をうばいたい NO NO 君の近くで NO NO 唄いつづけよう ふたりのこれからの時代に
65,JUSTICE,"
山嵐",KOJIMA・SATOSHI,山嵐,誘惑と正義を天秤にかけ 右左揺れても最後に勝て 己と世間を天秤にかけ 違うと思ったら自分で立て 進めばやがて次の交差点 勢いだけのパニックなら待て 走っても 歩いても 後ろに影 背負うもん背負って勝負に勝て 闘志磨けよ同志 闘志磨け夜通し 闘志磨けよ同志 闘志磨けよ同志 闘志磨け夜通し 闘志磨けよ同志 闇の中グローイング 出してく奥儀 なんなんだ この不快感は どこにあんだ確かな何か 掴みたい夜通し 闘志燃やす目に迷いはなし 己に打ち勝ち 確固たるもの産み出し 浮世 いつも エゴとの戦いを常に勝たないと あっちはこっち こっちはどっち そっちはどっち あっちはどっち どこにあるんだリアルなJUSTICE 芯のないのはマジカスです 始めた時からしてるよ覚悟 夜通し同志と試行錯誤 リズムの刀でWACKを削除 志掲げ見出す活路 闘志磨けよ同志 闘志磨け夜通し 闘志磨けよ同志 闘志磨けよ同志 闘志磨け夜通し 闘志磨けよ同志 俺は被告かつ裁判官 負けたら終わりだな 勝てたらまだこの先楽しいや 味わい深いな人生 味わう気のない輩は臨戦態勢 つまらんとこで くだらんとはこのことだよ 生きていたいね この先長く 夢は高く まだ届かないね また学ぶ 物事 ごろごろ 転がるね 掴めないわけだ いつか掴むはずの“我”さ その道の途中で知る悪さ 金はこっちで 正義はそっちで 欲はあっちで さて問題です 今はどこでしょう? 第三の目は忠告する中毒 まるで安部公房のような シュールな視点で突く真実 近日公開のような 期待感膨らますミスリーディング それじゃ興味は半減 海賊版撲滅キャンペーン ホント偽者ばっかじゃかっかしちゃって 誰か本気でやってるやつはいないのか 闘志磨けよ同志 闘志磨け夜通し 闘志磨けよ同志 闘志磨けよ同志 闘志磨け夜通し 闘志磨けよ同志 闇の中グローイング 出してく奥儀
